"keyfield"	"cruise_id"	"year"	"month"	"datetime"	"station"	"decimalLatitude"	"decimalLongitude"	"temp"	"salinity"	"seascape_8day"	"seascape_monthly"	"total_vol_sampled"	"rhizaria"	"centric_diatoms"	"ceratium_spp"	"chaetoceros_spp"	"chaetognaths"	"mixed_chain_diatoms"	"skeletonema_spp"	"ostracoda"	"copepoda"	"decapoda"	"echinoderma"	"g_striata"	"gelatinous"	"appendicularia"	"neocalyptrella_spp"	"hemidiscus_spp"	"fecal_pellets"	"polychaete"	"pteropoda"	"trichodesmium_spp"
"20232205_0003_HG23138_57.1_1_Surf"	"HG23138"	2023	5	"2023-05-22 00:03:00"	"57.1"	25.352	-81.336	30.3043	37.48321	27	27	1181.232	0	0	0	1693.14749346445	0	0	0	0	2539.72124019668	0	0	0	0	846.573746732225	0	0	0	0	0	0
"20232205_0101_HG23138_57.2_1_Surf"	"HG23138"	2023	5	"2023-05-22 01:01:00"	"57.2"	25.352	-81.49	30.0235	37.0053	27	27	2055.798	0	0	0	0	0	0	0	972.858228288966	972.858228288966	0	0	0	0	0	0	0	0	0	0	0
"20232205_0340_HG23138_58_1_Surf"	"HG23138"	2023	5	"2023-05-22 03:40:00"	"58"	25.167	-81.653	29.3901	36.53369	15	15	2052.012	0	0	0	0	0	7309.8987725218	0	974.653169669573	2436.63292417393	0	0	0	0	487.326584834787	0	0	0	0	0	0
"20232205_0534_HG23138_60_1_Surf"	"HG23138"	2023	5	"2023-05-22 05:34:00"	"60"	25.167	-81.334	29.9136	36.94342	21	21	1874.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232205_0809_HG23138_65_1_Surf"	"HG23138"	2023	5	"2023-05-22 08:09:00"	"65"	25.101	-81.093	29.909	37.916	21	21	26.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232205_0939_HG23138_68_1_Surf"	"HG23138"	2023	5	"2023-05-22 09:39:00"	"68"	24.931	-81.167	30.461	37.534	21	21	927.57	0	0	0	0	0	1078.08575094063	0	0	1078.08575094063	0	0	0	0	0	0	0	0	0	0	0
"20232205_1335_HG23138_16_1_Surf"	"HG23138"	2023	5	"2023-05-22 13:35:00"	"16"	24.67	-81.202	31.188	37.461	27	27	2169.378	0	0	0	0	0	0	0	0	460.961621257337	0	0	0	0	0	0	0	0	0	0	0
"20232205_1416_HG23138_18_1_Surf"	"HG23138"	2023	5	"2023-05-22 14:16:00"	"18"	24.598	-81.181	29.116	36.375	13	13	3456.618	0	0	0	0	0	0	0	289.300119365229	289.300119365229	0	0	0	0	0	0	0	0	0	0	289.300119365229
"20232205_1739_HG23138_10_1_Surf"	"HG23138"	2023	5	"2023-05-22 17:39:00"	"10"	24.788	-80.86	31.293	37.546	27	27	1930.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232205_1820_HG23138_12_1_Surf"	"HG23138"	2023	5	"2023-05-22 18:20:00"	"12"	24.713	-80.831	29.227	36.314	13	27	3452.832	289.617334408393	0	0	0	0	0	0	0	289.617334408393	0	0	0	0	0	0	0	0	0	0	2316.93867526714
"20232205_1929_HG23138_9.5_1_Surf"	"HG23138"	2023	5	"2023-05-22 19:29:00"	"9.5"	24.717	-80.69	29.113	36.308	13	13	8196.69	122.00046604178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.000932083561	244.000932083561	0	122.00046604178
"20232205_2019_HG23138_9_1_Surf"	"HG23138"	2023	5	"2023-05-22 20:19:00"	"9"	24.763	-80.723	30.0227	36.33672	13	27	3047.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232205_2234_HG23138_7_1_Surf"	"HG23138"	2023	5	"2023-05-22 22:34:00"	"7"	24.821	-80.757	32.1745	37.31806	27	27	689.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232305_0333_HG23138_MR_1_Surf"	"HG23138"	2023	5	"2023-05-23 03:33:00"	"MR"	25.01	-80.38	28.6785	36.29233	27	27	1976.292	0	0	0	0	0	0	0	0	1011.99620299025	0	0	0	0	0	0	0	0	0	0	0
"20232305_1029_HG23138_2_1_Surf"	"HG23138"	2023	5	"2023-05-23 10:29:00"	"2"	25.642	-80.105	29.147	36.419	15	15	1942.218	0	0	0	514.875261170476	0	0	0	0	514.875261170476	0	0	514.875261170476	0	0	0	0	0	0	0	0
"20232305_2314_HG23138_21LK_1_Surf"	"HG23138"	2023	5	"2023-05-23 23:14:00"	"21LK"	24.538	-81.413	29.7884	36.59528	27	13	2964.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232405_0208_HG23138_WS_1_Surf"	"HG23138"	2023	5	"2023-05-24 02:08:00"	"WS"	24.478	-81.717	29.5214	36.56319	13	15	2631.27	0	0	0	0	0	0	0	0	760.089234476127	0	0	0	0	0	0	0	0	0	0	0
"20232405_0515_HG23138_KW1_1_Surf"	"HG23138"	2023	5	"2023-05-24 05:15:00"	"KW1"	24.654	-81.904	29.691	36.53602	27	27	1885.428	0	0	0	0	0	1060.76710433917	0	0	0	0	0	0	0	530.383552169587	0	0	0	0	0	0
"20232405_0555_HG23138_KW2_1_Surf"	"HG23138"	2023	5	"2023-05-24 05:55:00"	"KW2"	24.727	-81.916	29.2558	36.46987	15	15	3399.828	0	0	0	0	0	7059.18064090301	294.132526704292	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232405_0819_HG23138_KW4_1_Surf"	"HG23138"	2023	5	"2023-05-24 08:19:00"	"KW4"	25.014	-82.04	28.788	36.415	15	15	3286.248	0	0	0	0	0	6390.26634630131	0	0	912.895192328759	0	0	304.29839744292	0	912.895192328759	0	0	912.895192328759	0	0	0
"20232405_1126_HG23138_30_1_Surf"	"HG23138"	2023	5	"2023-05-24 11:26:00"	"30"	25.402	-82.21	28.617	36.588	15	15	2441.97	0	0	0	0	0	819.010880559548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232405_1632_HG23138_CAL6_1_Surf"	"HG23138"	2023	5	"2023-05-24 16:32:00"	"CAL6"	25.94	-82.48	28.811	36.629	15	15	4247.892	0	0	0	0	0	235.410881444255	235.410881444255	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232207_1045_WS23203_2_1_Surf"	"WS23203"	2023	7	"2023-07-22 10:45:00"	"2"	25.642	-80.103	31.308	35.989	NA	15	3748.14	266.798998970156	0	0	533.597997940312	0	0	266.798998970156	0	1333.99499485078	0	0	0	0	800.396996910468	0	0	800.396996910468	0	0	266.798998970156
"20232207_1735_WS23203_MR_1_Surf"	"WS23203"	2023	7	"2023-07-22 17:35:00"	"MR"	25.001	-80.356	31.248	35.927	27	15	984.36	0	0	0	0	0	1015.88849607867	0	0	0	0	0	0	0	0	0	0	0	0	0	2031.77699215734
"20232207_2059_WS23203_7_1_Surf"	"WS23203"	2023	7	"2023-07-22 20:59:00"	"7"	24.817	-80.755	33.22052	36.50772	NA	27	1805.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232207_2134_WS23203_9_1_Surf"	"WS23203"	2023	7	"2023-07-22 21:34:00"	"9"	24.764	-80.722	32.51307	36.16394	NA	27	2226.168	898.404792450525	0	0	0	0	0	0	0	449.202396225262	0	1347.60718867579	0	0	0	0	0	449.202396225262	0	0	449.202396225262
"20232207_2208_WS23203_9.5_1_Surf"	"WS23203"	2023	7	"2023-07-22 22:08:00"	"9.5"	24.717	-80.689	31.83677	35.60137	15	15	5406.408	0	0	0	0	0	369.931385126687	0	0	739.862770253373	0	0	0	0	184.965692563343	0	0	0	0	0	0
"20232207_2323_WS23203_12_1_Surf"	"WS23203"	2023	7	"2023-07-22 23:23:00"	"12"	24.713	-80.832	32.07142	36.10887	15	27	2858.43	0	0	0	0	0	0	0	0	1049.52718800181	0	0	0	349.842396000602	1049.52718800181	0	0	0	0	0	0
"20232307_0333_WS23203_18_1_Surf"	"WS23203"	2023	7	"2023-07-23 03:33:00"	"18"	24.598	-81.184	31.10472	36.21531	27	15	2392.752	0	0	0	0	0	0	0	0	1671.71524671174	0	417.928811677934	0	0	0	0	0	0	0	0	0
"20232307_0412_WS23203_16_1_Surf"	"WS23203"	2023	7	"2023-07-23 04:12:00"	"16"	24.671	-81.204	32.82039	37.07972	27	21	2241.312	0	0	0	1784.66897959766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232307_0632_WS23203_21LK_1_Surf"	"WS23203"	2023	7	"2023-07-23 06:32:00"	"21LK"	24.536	-81.414	31.69208	36.28143	13	15	3093.162	0	0	0	0	0	0	323.293768641927	0	2909.64391777734	0	5172.70029827083	0	323.293768641927	646.587537283854	0	0	0	0	0	0
"20232307_0929_WS23203_WS_1_Surf"	"WS23203"	2023	7	"2023-07-23 09:29:00"	"WS"	24.472	-81.714	32.113	36.187	15	15	2070.942	0	0	0	1448.61613700432	0	0	482.872045668107	0	965.744091336213	0	2414.36022834053	0	0	0	0	0	0	0	0	0
"20232307_1244_WS23203_KW1_1_Surf"	"WS23203"	2023	7	"2023-07-23 12:44:00"	"KW1"	24.655	-81.905	32.146	36.855	21	21	1128.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232307_1322_WS23203_KW2_1_Surf"	"WS23203"	2023	7	"2023-07-23 13:22:00"	"KW2"	24.729	-81.918	31.583	36.739	NA	21	768.558	0	0	0	0	0	0	0	0	1301.13797527317	0	0	0	0	0	0	0	0	0	0	0
"20232307_1530_WS23203_KW4_1_Surf"	"WS23203"	2023	7	"2023-07-23 15:30:00"	"KW4"	24.997	-82.038	31.301	36.678	27	21	1192.59	0	0	0	0	0	0	12577.6670943073	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232307_1837_WS23203_30_1_Surf"	"WS23203"	2023	7	"2023-07-23 18:37:00"	"30"	25.4	-82.207	32.182	36.843	NA	21	825.348	0	0	0	0	1211.61013293786	0	0	0	1211.61013293786	0	0	0	0	0	0	0	1211.61013293786	0	0	0
"20232307_2139_WS23203_31_1_Surf"	"WS23203"	2023	7	"2023-07-23 21:39:00"	"31"	25.74	-81.943	32.64768	36.93395	NA	21	1999.008	0	0	0	1500.74436920713	0	0	84541.9327986681	0	3001.48873841425	0	0	0	0	0	0	0	0	0	0	0
"20232407_0257_WS23203_CAL5_1_Surf"	"WS23203"	2023	7	"2023-07-24 02:57:00"	"CAL5"	26.178	-82.207	32.47729	36.97183	NA	21	227.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232407_0344_WS23203_CAL4_1_Surf"	"WS23203"	2023	7	"2023-07-24 03:44:00"	"CAL4"	26.255	-82.137	32.40338	37.06582	NA	27	2089.872	0	0	0	0	1435.49461402421	0	267001.998208503	0	1913.99281869894	0	0	0	0	1913.99281869894	0	0	0	0	0	0
"20232407_0444_WS23203_CAL3_1_Surf"	"WS23203"	2023	7	"2023-07-24 04:44:00"	"CAL3"	26.34	-82.044	32.40338	36.82476	NA	27	2203.452	0	0	0	19514.8339968377	0	0	453.833348763667	0	0	0	0	0	0	0	0	0	0	0	0	907.666697527334
"20232407_0516_WS23203_CAL2_1_Surf"	"WS23203"	2023	7	"2023-07-24 05:16:00"	"CAL2"	26.383	-82.001	32.37066	36.50168	NA	27	935.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232407_0840_WS23203_RP2_1_Surf"	"WS23203"	2023	7	"2023-07-24 08:40:00"	"RP2"	26.553	-82.256	32.317	36.71	NA	27	170.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232407_2103_WS23203_V8_1_Surf"	"WS23203"	2023	7	"2023-07-24 21:03:00"	"V8"	26.83	-82.959	31.55302	36.86093	15	15	3350.61	298.453117492039	0	0	0	0	298.453117492039	211603.260301855	0	4476.79676238058	0	0	0	0	1193.81246996816	0	0	0	0	0	298.453117492039
"20232407_2155_WS23203_V7_1_Surf"	"WS23203"	2023	7	"2023-07-24 21:55:00"	"V7"	26.873	-82.89	31.54894	36.74958	15	15	3293.82	0	0	0	0	0	303.598860897074	214947.993515128	0	3035.98860897074	0	0	0	0	910.796582691222	0	0	0	0	0	0
"20232507_0008_WS23203_V4_1_Surf"	"WS23203"	2023	7	"2023-07-25 00:08:00"	"V4"	26.995	-82.683	31.44967	36.93765	27	27	1862.712	0	0	0	0	0	93412.1861028436	303321.179012107	0	3221.1098656153	0	0	0	0	536.851644269216	0	0	0	536.851644269216	0	0
"20232507_0052_WS23203_V3_1_Surf"	"WS23203"	2023	7	"2023-07-25 00:52:00"	"V3"	27.032	-82.615	31.5777	36.96784	27	27	1999.008	0	0	0	0	0	165582.128735853	164581.632489715	0	1500.74436920713	0	0	0	500.248123069042	0	0	0	0	0	0	0
"20232507_0131_WS23203_V2_1_Surf"	"WS23203"	2023	7	"2023-07-25 01:31:00"	"V2"	27.07	-82.545	31.72535	36.98752	27	27	2385.18	0	0	0	0	0	18866.500641461	14673.9449433586	0	0	0	0	0	0	0	0	0	419.255569810245	0	0	0
"20232507_0528_WS23203_L3_1_Surf"	"WS23203"	2023	7	"2023-07-25 05:28:00"	"L3"	27.221	-82.776	31.32034	36.79151	27	27	2411.682	0	0	0	0	0	3317.18692597117	2073.24182873198	0	3317.18692597117	0	414.648365746396	0	0	2073.24182873198	0	0	0	0	0	0
"20232507_0650_WS23203_L5_1_Surf"	"WS23203"	2023	7	"2023-07-25 06:50:00"	"L5"	27.135	-82.954	31.22932	35.33836	27	15	2604.768	383.911350262288	0	0	0	383.911350262288	383.911350262288	383.911350262288	0	8062.13835550805	0	383.911350262288	0	383.911350262288	383.911350262288	0	0	0	0	0	0
"20232507_0815_WS23203_L7_1_Surf"	"WS23203"	2023	7	"2023-07-25 08:15:00"	"L7"	27.055	-83.136	31.109	35.772	27	15	2585.838	1546.88731467323	0	0	0	386.721828668308	0	0	0	2707.05280067816	0	0	0	0	386.721828668308	0	0	0	386.721828668308	0	0
"20232507_0940_WS23203_L9_1_Surf"	"WS23203"	2023	7	"2023-07-25 09:40:00"	"L9"	26.971	-83.314	30.38	36.599	15	15	2264.028	0	0	0	0	0	0	0	0	883.381300937974	0	0	0	0	0	0	0	0	0	883.381300937974	0
"20232507_1147_WS23203_AMI9_1_Surf"	"WS23203"	2023	7	"2023-07-25 11:47:00"	"AMI9"	27.186	-83.503	30.365	36.157	15	15	2510.118	0	0	0	0	0	1593.55058208419	0	0	1991.93822760524	0	0	0	0	0	0	0	0	0	796.775291042095	398.387645521047
"20232507_1238_WS23203_AMI8_1_Surf"	"WS23203"	2023	7	"2023-07-25 12:38:00"	"AMI8"	27.228	-83.409	30.386	36.127	15	15	2714.562	0	0	0	0	0	0	0	0	1473.53422025358	0	0	0	0	0	0	0	0	0	0	0
"20232507_1332_WS23203_AMI7_1_Surf"	"WS23203"	2023	7	"2023-07-25 13:32:00"	"AMI7"	27.266	-83.317	30.63	35.934	15	15	2404.11	415.954344851109	0	0	0	0	0	0	0	415.954344851109	0	415.954344851109	0	0	415.954344851109	0	0	0	0	0	0
"20232507_1422_WS23203_AMI6_1_Surf"	"WS23203"	2023	7	"2023-07-25 14:22:00"	"AMI6"	27.305	-83.22	30.883	34.846	15	15	2335.962	0	0	428.089155559894	0	0	0	0	0	2140.44577779947	0	0	0	1284.26746667968	0	0	0	0	0	0	428.089155559894
"20232507_1518_WS23203_AMI5_1_Surf"	"WS23203"	2023	7	"2023-07-25 15:18:00"	"AMI5"	27.345	-83.123	31.0694	34.749	27	15	2184.522	915.532093519772	0	0	0	0	915.532093519772	0	0	2746.59628055932	0	0	0	457.766046759886	0	0	0	0	457.766046759886	0	0
"20232507_1605_WS23203_AMI4_1_Surf"	"WS23203"	2023	7	"2023-07-25 16:05:00"	"AMI4"	27.382	-83.032	31.097	35.034	27	27	1893	0	0	0	0	0	528.262017960909	0	0	528.262017960909	0	0	0	2113.04807184363	0	0	0	0	0	0	0
"20232507_1656_WS23203_AMI3_1_Surf"	"WS23203"	2023	7	"2023-07-25 16:56:00"	"AMI3"	27.42	-82.941	30.939	35.499	27	27	1987.65	0	0	0	0	0	1509.32005131688	0	0	503.106683772294	0	0	0	503.106683772294	0	0	0	0	0	0	0
"20232507_1744_WS23203_AMI2_1_Surf"	"WS23203"	2023	7	"2023-07-25 17:44:00"	"AMI2"	27.459	-82.844	31.186	36.164	27	27	1635.552	0	0	0	0	0	2445.65749055976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232507_1959_WS23203_ROME5_1_Surf"	"WS23203"	2023	7	"2023-07-25 19:59:00"	"ROME5"	27.651	-82.837	31.9998	36.651	27	27	151.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232507_2037_WS23203_ROME4_1_Surf"	"WS23203"	2023	7	"2023-07-25 20:37:00"	"ROME4"	27.65	-82.922	31.62269	35.85754	27	27	2158.02	0	0	0	0	0	6024.04055569457	0	0	926.775470106857	0	0	0	2780.32641032057	0	0	0	0	0	0	0
"20232507_2122_WS23203_TB3_1_Surf"	"WS23203"	2023	7	"2023-07-25 21:22:00"	"TB3"	27.671	-82.997	31.4611	34.86966	27	27	1597.692	0	0	0	0	0	625.902864882593	0	0	3129.51432441297	0	0	0	625.902864882593	625.902864882593	0	0	0	0	0	0
"20232507_2222_WS23203_TB4_1_Surf"	"WS23203"	2023	7	"2023-07-25 22:22:00"	"TB4"	27.617	-83.132	31.45229	34.76782	27	15	2366.25	0	0	0	0	0	0	0	0	1690.43845747491	0	0	0	2113.04807184363	0	0	0	0	0	0	0
"20232607_0142_WS23203_TB5_1_Surf"	"WS23203"	2023	7	"2023-07-26 01:42:00"	"TB5"	27.616	-83.299	31.34623	35.19432	NA	15	2203.452	0	0	0	0	0	0	0	0	1815.33339505467	0	0	0	453.833348763667	0	0	0	0	0	0	0
"20232607_0308_WS23203_TB10_1_Surf"	"WS23203"	2023	7	"2023-07-26 03:08:00"	"TB10"	27.618	-83.487	30.88757	36.03034	15	15	1760.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232607_0602_WS23203_CW7_1_Surf"	"WS23203"	2023	7	"2023-07-26 06:02:00"	"CW7"	28.012	-83.567	30.27425	35.14206	15	15	2434.398	0	0	0	0	0	0	0	0	1232.33752245935	0	0	0	4518.57091568429	0	0	0	0	0	0	0
"20232607_0708_WS23203_CW6_1_Surf"	"WS23203"	2023	7	"2023-07-26 07:08:00"	"CW6"	28.011	-83.404	30.41772	34.85495	15	15	2415.468	413.998446677828	0	0	0	0	413.998446677828	0	0	0	0	413.998446677828	0	827.996893355656	0	0	0	0	413.998446677828	413.998446677828	0
"20232607_0815_WS23203_CW5_1_Surf"	"WS23203"	2023	7	"2023-07-26 08:15:00"	"CW5"	28.011	-83.239	30.28747	34.98416	15	27	1154.73	0	0	0	0	0	0	0	0	866.003308132637	0	0	0	1732.00661626527	0	0	0	0	0	0	0
"20232607_1303_WS23203_TB1_1_Surf"	"WS23203"	2023	7	"2023-07-26 13:03:00"	"TB1"	27.801	-82.882	31.278	35.586	27	27	1911.93	0	0	0	0	0	1569.09510285418	0	0	0	0	0	0	0	0	0	0	0	523.031700951395	0	0
"20232607_1343_WS23203_TB2_1_Surf"	"WS23203"	2023	7	"2023-07-26 13:43:00"	"TB2"	27.738	-82.929	31.033	35.567	27	27	1506.828	0	0	0	0	0	0	0	0	0	0	0	0	663.645751207172	0	0	0	0	0	0	0
"20232707_0305_WS23203_CAL6_1_Surf"	"WS23203"	2023	7	"2023-07-27 03:05:00"	"CAL6"	25.946	-82.484	32.2648	37.02448	NA	15	2354.892	0	0	0	0	849.29584881175	0	0	0	2547.88754643525	0	0	0	0	0	0	0	0	0	0	0
"20232707_0937_WS23203_41_1_Surf"	"WS23203"	2023	7	"2023-07-27 09:37:00"	"41"	25.734	-81.574	31.539	37.197	NA	27	1768.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_1149_WS23203_45_1_Surf"	"WS23203"	2023	7	"2023-07-27 11:49:00"	"45"	25.582	-81.471	31.679	37.866	NA	27	2468.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_1240_WS23203_47_1_Surf"	"WS23203"	2023	7	"2023-07-27 12:40:00"	"47"	25.583	-81.366	31.255	35.849	NA	27	1052.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_1511_WS23203_53_1_Surf"	"WS23203"	2023	7	"2023-07-27 15:11:00"	"53"	25.453	-81.229	30.548	34.939	NA	27	776.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_1936_WS23203_57.2_1_Surf"	"WS23203"	2023	7	"2023-07-27 19:36:00"	"57.2"	25.35	-81.491	31.946	37.457	NA	27	1582.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_2051_WS23203_57.3_1_Surf"	"WS23203"	2023	7	"2023-07-27 20:51:00"	"57.3"	25.353	-81.65	32.25746	37.67948	NA	21	1760.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232707_2218_WS23203_58_1_Surf"	"WS23203"	2023	7	"2023-07-27 22:18:00"	"58"	25.172	-81.654	32.04698	37.25768	NA	27	825.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232807_0025_WS23203_60_1_Surf"	"WS23203"	2023	7	"2023-07-28 00:25:00"	"60"	25.167	-81.337	31.39782	37.39686	NA	21	1109.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20232807_0409_WS23203_68_1_Surf"	"WS23203"	2023	7	"2023-07-28 04:09:00"	"68"	24.932	-81.17	30.90099	37.83807	NA	21	1768.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20231609_1157_WS23259_2_1_Surf"	"WS23259"	2023	9	"2023-09-16 11:57:00"	"2"	25.643	-80.104	30.497	35.288	27	15	1684.77	0	0	0	1187.10565833912	0	0	0	0	2374.21131667824	0	0	0	0	0	0	0	0	0	0	0
"20231609_1901_WS23259_MR_1_Surf"	"WS23259"	2023	9	"2023-09-16 19:01:00"	"MR"	25.006	-80.367	31.105	35.154	15	15	2737.278	0	0	0	0	0	0	0	0	1095.97929037533	0	0	0	365.32643012511	0	0	0	0	0	0	0
"20231609_2141_WS23259_PLUME_1_Surf"	"WS23259"	2023	9	"2023-09-16 21:41:00"	"PLUME"	24.938	-80.204	31.454	34.79	15	15	4251.678	0	0	0	235.201254657573	0	470.402509315146	0	0	470.402509315146	0	0	0	0	0	0	0	0	0	0	470.402509315146
"20231709_0213_WS23259_7_1_Surf"	"WS23259"	2023	9	"2023-09-17 02:13:00"	"7"	24.816	-80.755	32.713	35.498	27	27	1279.668	0	0	0	0	0	0	0	0	781.452689291285	0	0	0	0	0	0	0	0	0	0	0
"20231709_0246_WS23259_9_1_Surf"	"WS23259"	2023	9	"2023-09-17 02:46:00"	"9"	24.763	-80.722	31.59	35.099	15	15	2434.398	0	0	0	1232.33752245935	0	410.779174153117	0	0	821.558348306234	0	0	0	0	0	0	0	0	0	0	0
"20231709_0320_WS23259_9.5_1_Surf"	"WS23259"	2023	9	"2023-09-17 03:20:00"	"9.5"	24.716	-80.687	30.888	34.918	15	15	4497.768	0	0	0	0	0	222.332499141796	222.332499141796	0	222.332499141796	0	0	0	0	0	0	0	0	0	0	222.332499141796
"20231709_0437_WS23259_12_1_Surf"	"WS23259"	2023	9	"2023-09-17 04:37:00"	"12"	24.713	-80.831	31.174	35.088	15	15	2877.36	0	0	0	347.540801290071	0	0	0	0	695.081602580143	0	0	0	0	347.540801290071	0	0	0	0	0	0
"20231709_0521_WS23259_10_1_Surf"	"WS23259"	2023	9	"2023-09-17 05:21:00"	"10"	24.789	-80.864	32.531	36.914	27	27	1476.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20231709_0904_WS23259_18_1_Surf"	"WS23259"	2023	9	"2023-09-17 09:04:00"	"18"	24.599	-81.184	30.852	35.102	15	15	2184.522	457.766046759886	0	0	5493.19256111863	0	0	457.766046759886	0	915.532093519772	0	0	0	0	0	0	0	0	0	0	0
"20231709_0948_WS23259_16_1_Surf"	"WS23259"	2023	9	"2023-09-17 09:48:00"	"16"	24.671	-81.203	31.955	37.415	27	27	1711.272	0	0	0	0	0	0	0	0	1168.72127867458	0	0	0	0	0	0	0	0	0	0	0
"20231709_1213_WS23259_21LK_1_Surf"	"WS23259"	2023	9	"2023-09-17 12:13:00"	"21LK"	24.536	-81.412	30.712	34.923	15	15	2491.188	0	0	0	401.414907265128	0	0	0	0	1204.24472179538	0	401.414907265128	0	0	401.414907265128	0	0	0	0	0	0
"20231709_1510_WS23259_WS_1_Surf"	"WS23259"	2023	9	"2023-09-17 15:10:00"	"WS"	24.473	-81.715	30.672	34.907	15	15	1590.12	0	0	0	0	0	0	0	0	628.883354715367	0	0	0	0	628.883354715367	0	0	0	0	0	0
"20231709_1828_WS23259_KW1_1_Surf"	"WS23259"	2023	9	"2023-09-17 18:28:00"	"KW1"	24.654	-81.903	31.583	34.642	21	21	613.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20231709_1910_WS23259_KW2_1_Surf"	"WS23259"	2023	9	"2023-09-17 19:10:00"	"KW2"	24.728	-81.916	31.365	34.705	15	15	575.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20231709_2133_WS23259_KW4_1_Surf"	"WS23259"	2023	9	"2023-09-17 21:33:00"	"KW4"	25.001	-82.039	31.337	35.419	15	15	2207.238	0	0	0	0	0	0	0	0	0	0	0	453.054903911585	0	453.054903911585	0	0	906.109807823171	0	0	0
"20231809_0049_WS23259_30_1_Surf"	"WS23259"	2023	9	"2023-09-18 00:49:00"	"30"	25.401	-82.209	31.242	35.635	15	15	1900.572	0	0	0	0	526.15738840728	0	526.15738840728	0	526.15738840728	0	0	0	0	5261.5738840728	0	0	0	0	0	0
"20231809_0355_WS23259_31_1_Surf"	"WS23259"	2023	9	"2023-09-18 03:55:00"	"31"	25.737	-81.944	31.508	37.166	15	15	2014.152	0	0	0	12908.6583336312	0	2482.43429492908	496.486858985816	0	1985.94743594326	0	0	992.973717971632	0	992.973717971632	0	0	0	0	0	0
"20231809_0542_WS23259_33_1_Surf"	"WS23259"	2023	9	"2023-09-18 05:42:00"	"33"	25.912	-81.798	31.444	37.194	27	27	1881.642	0	0	0	4251.60577835741	531.450722294677	0	0	0	1062.90144458935	0	0	0	0	531.450722294677	0	0	0	0	0	0
"20231809_0951_WS23259_CAL1_1_Surf"	"WS23259"	2023	9	"2023-09-18 09:51:00"	"CAL1"	26.091	-81.958	31.063	35.739	21	27	1393.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20231809_1024_WS23259_CAL2_1_Surf"	"WS23259"	2023	9	"2023-09-18 10:24:00"	"CAL2"	26.383	-82.001	31.128	36.402	27	27	1590.12	0	5659.95019243831	0	628.883354715367	0	0	0	0	5659.95019243831	0	628.883354715367	0	0	1886.6500641461	0	0	628.883354715367	0	628.883354715367	0
"20231809_1202_WS23259_CAL4_1_Surf"	"WS23259"	2023	9	"2023-09-18 12:02:00"	"CAL4"	26.255	-82.139	31.07	37.126	21	21	1563.618	0	20465.3566280255	0	639.542394625797	0	0	0	0	3837.25436775478	0	0	0	0	639.542394625797	0	0	0	0	0	0
