rownumber,cruise_id,station_name,station,line_id,date_time,*collection_date,collection_time,decimalLongitude,decimalLatitude,size_frac_um,split_size,tow_time_min,flowmeter_in,flowmeter_out,flowmeter_diff,inpeller_constant,distance_m,net_size,net_area,tow_speed,filt_volume,conc_volume,notes,processed,process_date
132,WS17282,Looe Key (deep),LK,,2017-10-10T19:23:00Z,10/10/17,19:23:00,-81.413,24.538,64,0.25,5.0,0,601.8,601.8,0.245,147.4,0.6,0.28,0.49,41.7,,jellyfish in net,,
133,WS17282,Western Sambo,WS,,2017-10-10T22:50:00Z,10/10/17,22:50:00,-81.717,24.478,200,0.5,5.0,0,323.6,323.6,0.245,79.3,0.5,0.20,0.26,15.6,,,,
134,WS17282,Western Sambo,WS,,2017-10-10T22:50:00Z,10/10/17,22:50:00,-81.717,24.478,500,0.5,5.0,0,323.6,323.6,0.245,79.3,0.5,0.20,0.26,15.6,,,,
135,WS17282,Western Sambo,WS,,2017-10-10T23:01:00Z,10/10/17,23:01:00,-81.717,24.478,64,0.25,5.0,0,839.1,839.1,0.245,205.6,0.6,0.28,0.69,58.1,,,,
136,WS17282,64,64,,2017-10-11T13:50:00Z,10/11/17,13:50:00,-81.1582,25.16623,64,0.5,3.0,0,34.4,34.4,0.245,8.4,0.6,0.28,0.05,2.4,,,,
137,WS17282,62,62,,2017-10-11T13:50:00Z,10/11/17,13:50:00,-81.235,25.16667,64,0.5,3.0,0.5,110.4,109.9,0.245,26.9,0.6,0.28,0.15,7.6,,,,
138,WS17282,59,59,,2017-10-11T17:05:00Z,10/11/17,17:05:00,-81.4914,25.166,64,0.5,5.0,0,305.1,305.1,0.245,74.7,0.6,0.28,0.25,21.1,,,,
139,WS17282,58,58,,2017-10-11T18:45:00Z,10/11/17,18:45:00,-81.6533,25.16667,64,0.5,5.0,0,231,231,0.245,56.6,0.6,0.28,0.19,16.0,,,,
140,WS17282,57.3,57.3,,2017-10-11T20:15:00Z,10/11/17,20:15:00,-81.265,25.35167,64,0.5,5.0,0,65.3,65.3,0.245,16.0,0.6,0.28,0.05,4.5,,,,
141,WS17282,57.2,57.2,,2017-10-11T21:42:00Z,10/11/17,21:42:00,-81.265,25.35167,64,0.5,3.0,0,201.2,201.2,0.245,49.3,0.6,0.28,0.27,13.9,,,,
142,WS18008,Molasses Reef,MR,,2018-01-09T01:15:00Z,1/9/18,1:15:00,-80.38,25.01,200,0.5,8.0,0,875.9,875.9,0.245,214.6,0.5,0.20,0.45,42.1,,,,
143,WS18008,Molasses Reef,MR,,2018-01-09T01:15:00Z,1/9/18,1:15:00,-80.38,25.01,500,0.5,8.0,0,875.9,875.9,0.245,214.6,0.5,0.20,0.45,42.1,,,,
144,WS18008,Molasses Reef,MR,,2018-01-09T01:28:00Z,1/9/18,1:28:00,-80.38,25.01,64,0.25,5.0,0,611.1,611.1,0.245,149.7,0.6,0.28,0.50,42.3,,,,
145,WS18008,Looe Key (deep),LK,,2018-01-09T16:08:00Z,1/9/18,16:08:00,-81.413,24.538,200,0.5,5.0,0,999.9,999.9,0.245,245.0,0.5,0.20,0.82,48.1,,,,
146,WS18008,Looe Key (deep),LK,,2018-01-09T16:08:00Z,1/9/18,16:08:00,-81.413,24.538,500,0.5,5.0,0,999.9,999.9,0.245,245.0,0.5,0.20,0.82,48.1,,,,
147,WS18008,Looe Key (deep),LK,,2018-01-09T16:16:00Z,1/9/18,16:16:00,-81.413,24.538,64,0.5,5.0,0,750.9,750.9,0.245,184.0,0.6,0.28,0.61,52.0,,,,
148,WS18008,Western Sambo,WS,,2018-01-09T19:46:00Z,1/9/18,19:46:00,-81.717,24.478,200,0.5,7.0,0,415.3,415.3,0.245,101.7,0.5,0.20,0.24,20.0,,,,
149,WS18008,Western Sambo,WS,,2018-01-09T19:46:00Z,1/9/18,19:46:00,-81.717,24.478,500,0.5,7.0,0,415.3,415.3,0.245,101.7,0.5,0.20,0.24,20.0,,,,
150,WS18008,Western Sambo,WS,,2018-01-09T19:55:00Z,1/9/18,19:55:00,-81.717,24.478,64,0.25,6.0,0,200.9,200.9,0.245,49.2,0.6,0.28,0.14,13.9,,,,
151,SV18067,Molasses Reef,MR,,2018-03-09T01:58:00Z,3/9/18,1:58:00,-80.38,25.01,200,0.5,5.7,0,856.7,856.7,0.245,209.9,0.5,0.20,0.61,41.2,,,,
152,SV18067,Molasses Reef,MR,,2018-03-09T01:58:00Z,3/9/18,1:58:00,-80.38,25.01,500,0.5,5.7,0,856.7,856.7,0.245,209.9,0.5,0.20,0.61,41.2,,,,
153,SV18067,Molasses Reef,MR,,2018-03-09T02:08:00Z,3/9/18,2:08:00,-80.38,25.01,64,0.25,5.3,0,393.3,393.3,0.245,96.4,0.6,0.28,0.31,27.2,,,,
154,SV18067,Looe Key (deep),LK,,2018-03-09T15:17:00Z,3/9/18,15:17:00,-81.413,24.538,64,0.5,5.3,0,308.2,308.2,0.245,75.5,0.6,0.28,0.24,21.3,,,,
155,SV18067,Looe Key (deep),LK,,2018-03-09T15:23:00Z,3/9/18,15:23:00,-81.413,24.538,200,0.5,4.8,0,299.9,299.9,0.245,73.5,0.5,0.20,0.25,14.4,,,,
156,SV18067,Looe Key (deep),LK,,2018-03-09T15:23:00Z,3/9/18,15:23:00,-81.413,24.538,500,0.5,4.8,0,299.9,299.9,0.245,73.5,0.5,0.20,0.25,14.4,,,,
157,SV18067,Western Sambo,WS,,2018-03-09T22:49:00Z,3/9/18,22:49:00,-81.717,24.478,64,0.25,1.6,0,113.9,113.9,0.245,27.9,0.6,0.28,0.29,7.9,,,,
158,SV18067,Western Sambo,WS,,2018-03-09T22:55:00Z,3/9/18,22:55:00,-81.717,24.478,200,0.5,3.9,0,199.9,199.9,0.245,49.0,0.5,0.20,0.21,9.6,,,,
159,SV18067,Western Sambo,WS,,2018-03-09T22:55:00Z,3/9/18,22:55:00,-81.717,24.478,500,0.5,3.9,0,199.9,199.9,0.245,49.0,0.5,0.20,0.21,9.6,,,,
160,SV18067,56,56,,2018-03-10T20:52:00Z,3/10/18,20:52:00,-81.227,25.35,64,0.5,5.3,0,221.8,221.8,0.245,54.3,0.6,0.28,0.17,15.4,,,,
161,SV18067,55,55,,2018-03-10T21:37:00Z,3/10/18,21:37:00,-81.1933,25.35017,64,0.5,3.2,0,57.3,57.3,0.245,14.0,0.6,0.28,0.07,4.0,,,,
162,SV18067,54,54,,2018-03-10T22:54:00Z,3/10/18,22:54:00,-81.1528,25.34533,64,0.5,3.3,0,61.2,61.2,0.245,15.0,0.6,0.28,0.08,4.2,,,,
163,SV18067,57,57,,2018-03-11T00:23:00Z,3/11/18,0:23:00,-81.265,25.35167,64,0.5,4.1,0,48.3,48.3,0.245,11.8,0.6,0.28,0.05,3.3,,,,
164,SV18067,57.1,57.1,,2018-03-11T01:15:00Z,3/11/18,1:15:00,-81.265,25.35167,64,0.5,3.7,0,104.4,104.4,0.245,25.6,0.6,0.28,0.12,7.2,,,,
165,SV18067,57.2,57.2,,2018-03-11T02:35:00Z,3/11/18,2:35:00,-81.265,25.35167,64,0.5,5.0,0,158.7,158.7,0.245,38.9,0.6,0.28,0.13,11.0,,,,
166,SV18067,57.3,57.3,,2018-03-11T03:46:00Z,3/11/18,3:46:00,-81.265,25.35167,64,0.5,3.0,0,108.5,108.5,0.245,26.6,0.6,0.28,0.15,7.5,,,,
167,WS18120,Molasses Reef,MR,,2018-04-30T22:21:00Z,4/30/18,22:21:00,-80.38,25.01,200,0.5,5.7,0,296.9,296.9,0.245,72.7,0.5,0.20,0.21,14.3,,,,
168,WS18120,Molasses Reef,MR,,2018-04-30T22:21:00Z,4/30/18,22:21:00,-80.38,25.01,500,0.5,5.7,0,296.9,296.9,0.245,72.7,0.5,0.20,0.21,14.3,,,,
169,WS18120,Molasses Reef,MR,,2018-04-30T22:35:00Z,4/30/18,22:35:00,-80.38,25.01,64,0.25,5.0,0,293,293,0.245,71.8,0.6,0.28,0.24,20.3,,,,
170,WS18120,Looe Key (deep),LK,,2018-05-01T12:41:00Z,5/1/18,12:41:00,-81.413,24.538,200,0.5,6.2,0,373.3,373.3,0.245,91.5,0.5,0.20,0.25,18.0,,,,
171,WS18120,Looe Key (deep),LK,,2018-05-01T12:41:00Z,5/1/18,12:41:00,-81.413,24.538,500,0.5,6.2,0,373.3,373.3,0.245,91.5,0.5,0.20,0.25,18.0,,,,
172,WS18120,Looe Key (deep),LK,,2018-05-01T12:53:00Z,5/1/18,12:53:00,-81.413,24.538,64,0.5,4.8,0,431.3,431.3,0.245,105.7,0.6,0.28,0.37,29.9,,,,
173,WS18120,Western Sambo,WS,,2018-05-01T16:29:00Z,5/1/18,16:29:00,-81.717,24.478,200,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
174,WS18120,Western Sambo,WS,,2018-05-01T16:29:00Z,5/1/18,16:29:00,-81.717,24.478,500,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
175,WS18120,Western Sambo,WS,,2018-05-01T16:37:00Z,5/1/18,16:37:00,-81.717,24.478,64,0.25,3.0,0,310,310,0.245,76.0,0.6,0.28,0.42,21.5,,,,
176,WS18120,54,54,,2018-05-02T22:03:00Z,5/2/18,22:03:00,-81.1528,25.34533,64,0.5,3.0,0,103.5,103.5,0.245,25.4,0.6,0.28,0.14,7.2,,,,
177,WS18120,55,55,,2018-05-02T22:52:00Z,5/2/18,22:52:00,-81.1933,25.35017,64,0.5,3.0,0,104.2,104.2,0.245,25.5,0.6,0.28,0.14,7.2,,,,
178,SV18173,Molasses Reef,MR,,2018-06-22T22:17:00Z,6/22/18,22:17:00,-80.38,25.01,64,0.25,2.0,0,7.4,7.4,0.245,1.8,0.6,0.28,0.02,0.5,,"""too slow"" Boat was not moving at 2 knots",,
179,SV18173,Molasses Reef,MR,,2018-06-22T23:33:00Z,6/22/18,23:33:00,-80.38,25.01,200,0.5,5.0,0,7700,7700,0.245,1886.5,0.5,0.20,6.29,370.4,,Error in flow out measurement,,
180,SV18173,Molasses Reef,MR,,2018-06-22T23:33:00Z,6/22/18,23:33:00,-80.38,25.01,500,0.5,5.0,0,7700,7700,0.245,1886.5,0.5,0.20,6.29,370.4,,Error in flow out measurement,,
181,SV18173,Looe Key (deep),LK,,2018-06-23T05:33:00Z,6/23/18,5:33:00,-81.413,24.538,64,0.5,2.0,0,331.9,331.9,0.245,81.3,0.6,0.28,0.68,23.0,,,,
182,SV18173,Looe Key (deep),LK,,2018-06-23T05:33:00Z,6/23/18,5:33:00,-81.413,24.538,200,0.5,5.0,0,186,186,0.245,45.6,0.5,0.20,0.15,8.9,,,,
183,SV18173,Looe Key (deep),LK,,2018-06-23T05:33:00Z,6/23/18,5:33:00,-81.413,24.538,500,0.5,5.0,0,186,186,0.245,45.6,0.5,0.20,0.15,8.9,,,,
184,SV18173,Western Sambo,WS,,2018-06-23T19:18:00Z,6/23/18,19:18:00,-81.717,24.478,64,0.25,2.0,0,330,330,0.245,80.9,0.6,0.28,0.67,22.9,,,,
185,SV18173,Western Sambo,WS,,2018-06-23T19:43:00Z,6/23/18,19:43:00,-81.717,24.478,200,0.5,5.0,0,1010.1,1010.1,0.245,247.5,0.5,0.20,0.82,48.6,,,,
186,SV18173,Western Sambo,WS,,2018-06-23T19:43:00Z,6/23/18,19:43:00,-81.717,24.478,500,0.5,5.0,0,1010.1,1010.1,0.245,247.5,0.5,0.20,0.82,48.6,,,,
187,WS18218,Molasses Reef,MR,,2018-08-06T22:28:00Z,8/6/18,22:28:00,-80.38,25.01,64,0.5,5.0,0,402.3,402.3,0.245,98.6,0.6,0.28,0.33,27.9,,Winch broken (by hand),,
188,WS18218,Molasses Reef,MR,,2018-08-06T22:45:00Z,8/6/18,22:45:00,-80.38,25.01,200,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,Winch broken (by hand),,
189,WS18218,Molasses Reef,MR,,2018-08-06T22:45:00Z,8/6/18,22:45:00,-80.38,25.01,500,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,Winch broken (by hand),,
190,WS18218,Looe Key (deep),LK,,2018-08-07T12:07:00Z,8/7/18,12:07:00,-81.413,24.538,200,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,Winch broken (by hand),,
191,WS18218,Looe Key (deep),LK,,2018-08-07T12:07:00Z,8/7/18,12:07:00,-81.413,24.538,500,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,Winch broken (by hand),,
192,WS18218,Looe Key (deep),LK,,2018-08-07T12:14:00Z,8/7/18,12:14:00,-81.413,24.538,64,0.5,5.0,0,435,435,0.245,106.6,0.6,0.28,0.36,30.1,,Winch broken (by hand),,
193,WS18218,Western Sambo,WS,,2018-08-07T15:30:00Z,8/7/18,15:30:00,-81.717,24.478,64,0.5,5.0,0,402.3,402.3,0.245,98.6,0.6,0.28,0.33,27.9,,Winch broken (by hand),,
194,WS18218,Western Sambo,WS,,2018-08-07T15:38:00Z,8/7/18,15:38:00,-81.717,24.478,200,0.5,5.0,0,436,436,0.245,106.8,0.5,0.20,0.36,21.0,,Winch broken (by hand),,
195,WS18218,Western Sambo,WS,,2018-08-07T15:38:00Z,8/7/18,15:38:00,-81.717,24.478,500,0.5,5.0,0,436,436,0.245,106.8,0.5,0.20,0.36,21.0,,Winch broken (by hand),,
196,WS18285,Molasses Reef,MR,,2018-10-12T22:12:00Z,10/12/18,22:12:00,-80.38,25.01,64,0.5,2.0,0,110.4,110.4,0.245,27.0,0.6,0.28,0.23,7.6,,,,
197,WS18285,Molasses Reef,MR,,2018-10-12T22:19:00Z,10/12/18,22:19:00,-80.38,25.01,200,0.5,5.0,0,615.9,615.9,0.245,150.9,0.5,0.20,0.50,29.6,,,,
198,WS18285,Molasses Reef,MR,,2018-10-12T22:19:00Z,10/12/18,22:19:00,-80.38,25.01,500,0.5,5.0,0,615.9,615.9,0.245,150.9,0.5,0.20,0.50,29.6,,,,
199,WS18285,Looe Key (deep),LK,,2018-10-13T08:45:00Z,10/13/18,8:45:00,-81.413,24.538,64,0.5,2.0,0,275,275,0.245,67.4,0.6,0.28,0.56,19.0,,,,
200,WS18285,Looe Key (deep),LK,,2018-10-13T08:53:00Z,10/13/18,8:53:00,-81.413,24.538,200,0.5,5.0,0,413,413,0.245,101.2,0.5,0.20,0.34,19.9,,,,
201,WS18285,Looe Key (deep),LK,,2018-10-13T08:53:00Z,10/13/18,8:53:00,-81.413,24.538,500,0.5,5.0,0,413,413,0.245,101.2,0.5,0.20,0.34,19.9,,,,
202,WS18285,Western Sambo,WS,,2018-10-13T12:09:00Z,10/13/18,12:09:00,-81.717,24.478,64,0.5,2.0,0,198.2,198.2,0.245,48.6,0.6,0.28,0.40,13.7,,,,
203,WS18285,Western Sambo,WS,,2018-10-13T12:14:00Z,10/13/18,12:14:00,-81.717,24.478,200,0.5,5.0,0,447.4,447.4,0.245,109.6,0.5,0.20,0.37,21.5,,,,
204,WS18285,Western Sambo,WS,,2018-10-13T12:14:00Z,10/13/18,12:14:00,-81.717,24.478,500,0.5,5.0,0,447.4,447.4,0.245,109.6,0.5,0.20,0.37,21.5,,,,
205,WS18285,54,54,,2018-10-18T09:05:00Z,10/18/18,9:05:00,-81.1528,25.34533,64,0.5,2.0,0,92.9,92.9,0.245,22.8,0.6,0.28,0.19,6.4,,,,
206,WS18285,57,57,,2018-10-18T10:35:00Z,10/18/18,10:35:00,-81.265,25.35167,64,0.5,2.0,0,170.9,170.9,0.245,41.9,0.6,0.28,0.35,11.8,,,,
207,WS18351,Molasses Reef,MR,,2018-12-17T20:42:00Z,12/17/18,20:42:00,-80.38,25.01,64,0.25,5.0,0,319.9,319.9,0.245,78.4,0.6,0.28,0.26,22.2,,,,
208,WS18351,Molasses Reef,MR,,2018-12-17T20:46:00Z,12/17/18,20:46:00,-80.38,25.01,200,0.25,5.0,0,199.9,199.9,0.245,49.0,0.5,0.20,0.16,9.6,,,,
209,WS18351,Molasses Reef,MR,,2018-12-17T20:46:00Z,12/17/18,20:46:00,-80.38,25.01,500,0.25,5.0,0,199.9,199.9,0.245,49.0,0.5,0.20,0.16,9.6,,,,
210,WS18351,Looe Key (deep),LK,,2018-12-18T11:50:00Z,12/18/18,11:50:00,-81.413,24.538,64,0.5,5.0,0,201.1,201.1,0.245,49.3,0.6,0.28,0.16,13.9,,,,
211,WS18351,Looe Key (deep),LK,,2018-12-18T11:55:00Z,12/18/18,11:55:00,-81.413,24.538,200,0.5,5.0,0,407.9,407.9,0.245,99.9,0.5,0.20,0.33,19.6,,,,
212,WS18351,Looe Key (deep),LK,,2018-12-18T11:55:00Z,12/18/18,11:55:00,-81.413,24.538,500,0.5,5.0,0,407.9,407.9,0.245,99.9,0.5,0.20,0.33,19.6,,,,
213,WS18351,Western Sambo,WS,,2018-12-18T15:15:00Z,12/18/18,15:15:00,-81.717,24.478,64,0.5,5.0,0,396.8,396.8,0.245,97.2,0.6,0.28,0.32,27.5,,,,
214,WS18351,Western Sambo,WS,,2018-12-18T15:20:00Z,12/18/18,15:20:00,-81.717,24.478,200,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,,,
215,WS18351,Western Sambo,WS,,2018-12-18T15:20:00Z,12/18/18,15:20:00,-81.717,24.478,500,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,,,
216,WS18351,9B,9B,,2018-12-19T01:18:00Z,12/19/18,1:18:00,-80.7189,24.76023,64,0.5,5.0,0,291,291,0.245,71.3,0.6,0.28,0.24,20.2,,,,
217,WS18351,9B,9B,,2018-12-19T01:23:00Z,12/19/18,1:23:00,-80.7189,24.76023,200,0.5,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
218,WS18351,9B,9B,,2018-12-19T01:23:00Z,12/19/18,1:23:00,-80.7189,24.76023,500,0.5,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
219,WS19028,Molasses Reef,MR,,2019-01-28T19:28:00Z,1/28/19,19:28:00,-80.38,25.01,64,0.25,2.0,0,345.8,345.8,0.245,84.7,0.6,0.28,0.71,24.0,,,,
220,WS19028,Molasses Reef,MR,,2019-01-28T19:35:00Z,1/28/19,19:35:00,-80.38,25.01,200,0.25,5.0,0,409.4,409.4,0.245,100.3,0.5,0.20,0.33,19.7,,,,
221,WS19028,Molasses Reef,MR,,2019-01-28T19:35:00Z,1/28/19,19:35:00,-80.38,25.01,500,0.25,5.0,0,409.4,409.4,0.245,100.3,0.5,0.20,0.33,19.7,,,,
222,WS19028,Looe Key (deep),LK,,2019-01-29T04:20:00Z,1/29/19,4:20:00,-81.413,24.538,200,0.5,5.0,0,100,100,0.245,24.5,0.5,0.20,0.08,4.8,,,,
223,WS19028,Looe Key (deep),LK,,2019-01-29T04:20:00Z,1/29/19,4:20:00,-81.413,24.538,500,0.5,5.0,0,100,100,0.245,24.5,0.5,0.20,0.08,4.8,,,,
224,WS19028,Looe Key (deep),LK,,2019-01-29T04:25:00Z,1/29/19,4:25:00,-81.413,24.538,64,0.5,2.0,0,164.4,164.4,0.245,40.3,0.6,0.28,0.34,11.4,,,,
225,WS19028,Western Sambo,WS,,2019-01-29T07:15:00Z,1/29/19,7:15:00,-81.717,24.478,64,0.5,2.0,0,248.4,248.4,0.245,60.9,0.6,0.28,0.51,17.2,,,,
226,WS19028,Western Sambo,WS,,2019-01-29T07:20:00Z,1/29/19,7:20:00,-81.717,24.478,200,0.5,5.0,0,297.3,297.3,0.245,72.8,0.5,0.20,0.24,14.3,,,,
227,WS19028,Western Sambo,WS,,2019-01-29T07:20:00Z,1/29/19,7:20:00,-81.717,24.478,500,0.5,5.0,0,297.3,297.3,0.245,72.8,0.5,0.20,0.24,14.3,,,,
228,WS19028,54,54,,2019-01-31T17:35:00Z,1/31/19,17:35:00,-81.1528,25.34533,64,0.5,2.0,0,125.7,125.7,0.245,30.8,0.6,0.28,0.26,8.7,,,,
229,WS19028,57,57,,2019-01-31T17:35:00Z,1/31/19,17:35:00,-81.265,25.35167,64,0.5,2.0,0,99.9,99.9,0.245,24.5,0.6,0.28,0.20,6.9,,,,
230,WS19210,Molasses Reef,MR,,2019-07-29T20:00:00Z,7/29/19,20:00:00,-80.38,25.01,64,0.5,2.0,0,107.9,107.9,0.245,26.4,0.6,0.28,0.22,7.5,,,,
231,WS19210,Molasses Reef,MR,,2019-07-29T20:00:00Z,7/29/19,20:00:00,-80.38,25.01,200,0.5,5.0,0,143,143,0.245,35.0,0.5,0.20,0.12,6.9,,,,
232,WS19210,Molasses Reef,MR,,2019-07-29T20:00:00Z,7/29/19,20:00:00,-80.38,25.01,500,0.5,5.0,0,143,143,0.245,35.0,0.5,0.20,0.12,6.9,,,,
233,WS19210,Looe Key (deep),LK,,2019-07-30T09:56:00Z,7/30/19,9:56:00,-81.413,24.538,200,0.5,2.0,0,201,201,0.245,49.2,0.5,0.20,0.41,9.7,,,,
234,WS19210,Looe Key (deep),LK,,2019-07-30T09:56:00Z,7/30/19,9:56:00,-81.413,24.538,500,0.5,2.0,0,201,201,0.245,49.2,0.5,0.20,0.41,9.7,,,,
235,WS19210,Looe Key (deep),LK,,2019-07-30T09:59:00Z,7/30/19,9:59:00,-81.413,24.538,64,0.5,2.0,0,343.7,343.7,0.245,84.2,0.6,0.28,0.70,23.8,,,,
236,WS19210,Western Sambo,WS,,2019-07-30T13:38:00Z,7/30/19,13:38:00,-81.717,24.478,64,0.5,5.0,0,256,256,0.245,62.7,0.6,0.28,0.21,17.7,,,,
237,WS19210,Western Sambo,WS,,2019-07-30T13:38:00Z,7/30/19,13:38:00,-81.717,24.478,200,0.5,2.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.21,4.9,,,,
238,WS19210,Western Sambo,WS,,2019-07-30T13:38:00Z,7/30/19,13:38:00,-81.717,24.478,500,0.5,2.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.21,4.9,,,,
239,WS19210,54,54,,2019-08-01T16:35:00Z,8/1/19,16:35:00,-81.1528,25.34533,64,0.5,2.0,0,25.5,25.5,0.245,6.2,0.6,0.28,0.05,1.8,,,,
240,WS19210,57,57,,2019-08-01T17:58:00Z,8/1/19,17:58:00,-81.265,25.35167,64,0.5,2.0,0,44.9,44.9,0.245,11.0,0.6,0.28,0.09,3.1,,,,
241,WS19266,Molasses Reef,MR,,2019-09-23T18:37:00Z,9/23/19,18:37:00,-80.38,25.01,64,0.5,2.0,0,246.2,246.2,0.245,60.3,0.6,0.28,0.50,17.1,,,,
242,WS19266,Molasses Reef,MR,,2019-09-23T18:39:00Z,9/23/19,18:39:00,-80.38,25.01,200,0.5,5.0,0,535.6,535.6,0.245,131.2,0.5,0.20,0.44,25.8,,,,
243,WS19266,Molasses Reef,MR,,2019-09-23T18:39:00Z,9/23/19,18:39:00,-80.38,25.01,500,0.5,5.0,0,535.6,535.6,0.245,131.2,0.5,0.20,0.44,25.8,,,,
244,WS19266,Looe Key (deep),LK,,2019-09-24T10:44:00Z,9/24/19,10:44:00,-81.413,24.538,64,0.5,2.0,0,247.6,247.6,0.245,60.7,0.6,0.28,0.51,17.2,,,,
245,WS19266,Looe Key (deep),LK,,2019-09-24T10:48:00Z,9/24/19,10:48:00,-81.413,24.538,200,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
246,WS19266,Looe Key (deep),LK,,2019-09-24T10:48:00Z,9/24/19,10:48:00,-81.413,24.538,500,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
247,WS19266,Western Sambo,WS,,2019-09-24T13:59:00Z,9/24/19,13:59:00,-81.717,24.478,64,0.5,2.0,0,160.5,160.5,0.245,39.3,0.6,0.28,0.33,11.1,,,,
248,WS19266,Western Sambo,WS,,2019-09-24T14:05:00Z,9/24/19,14:05:00,-81.717,24.478,200,0.5,5.0,0,176.1,176.1,0.245,43.1,0.5,0.20,0.14,8.5,,,,
249,WS19266,Western Sambo,WS,,2019-09-24T14:05:00Z,9/24/19,14:05:00,-81.717,24.478,500,0.5,5.0,0,176.1,176.1,0.245,43.1,0.5,0.20,0.14,8.5,,,,
250,WS19322,Molasses Reef,MR,,2019-11-18T21:40:00Z,11/18/19,21:40:00,-80.38,25.01,200,0.5,5.0,11.1,99.9,88.8,0.245,21.8,0.5,0.20,0.07,4.3,,,,
251,WS19322,Molasses Reef,MR,,2019-11-18T21:40:00Z,11/18/19,21:40:00,-80.38,25.01,500,0.5,5.0,11.1,99.9,88.8,0.245,21.8,0.5,0.20,0.07,4.3,,,,
252,WS19322,Looe Key (deep),LK,,2019-11-19T11:18:00Z,11/19/19,11:18:00,-81.413,24.538,200,0.5,5.0,0,499.9,499.9,0.245,122.5,0.5,0.20,0.41,24.0,,,,
253,WS19322,Looe Key (deep),LK,,2019-11-19T11:18:00Z,11/19/19,11:18:00,-81.413,24.538,500,0.5,5.0,0,499.9,499.9,0.245,122.5,0.5,0.20,0.41,24.0,,,,
254,WS19322,Western Sambo,WS,,2019-11-19T14:40:00Z,11/19/19,14:40:00,-81.717,24.478,200,0.5,5.0,0,310.2,310.2,0.245,76.0,0.5,0.20,0.25,14.9,,,,
255,WS19322,Western Sambo,WS,,2019-11-19T14:40:00Z,11/19/19,14:40:00,-81.717,24.478,500,0.5,5.0,0,310.2,310.2,0.245,76.0,0.5,0.20,0.25,14.9,,,,
256,WS20006,Molasses Reef,MR,,2020-01-06T20:40:00Z,1/6/20,20:40:00,-80.38,25.01,64,0.5,2.0,0,100.9,100.9,0.245,24.7,0.6,0.28,0.21,7.0,,,,
257,WS20006,Molasses Reef,MR,,2020-01-06T20:46:00Z,1/6/20,20:46:00,-80.38,25.01,200,0.5,5.0,0,319.4,319.4,0.245,78.3,0.5,0.20,0.26,15.4,,,,
258,WS20006,Molasses Reef,MR,,2020-01-06T20:46:00Z,1/6/20,20:46:00,-80.38,25.01,500,0.5,5.0,0,319.4,319.4,0.245,78.3,0.5,0.20,0.26,15.4,,,,
259,WS20006,Looe Key (deep),LK,,2020-01-07T10:43:00Z,1/7/20,10:43:00,-81.413,24.538,64,0.5,2.0,10,372.1,362.1,0.245,88.7,0.6,0.28,0.74,25.1,,,,
260,WS20006,Looe Key (deep),LK,,2020-01-07T10:48:00Z,1/7/20,10:48:00,-81.413,24.538,200,0.5,5.0,0,200.5,200.5,0.245,49.1,0.5,0.20,0.16,9.6,,,,
261,WS20006,Looe Key (deep),LK,,2020-01-07T10:48:00Z,1/7/20,10:48:00,-81.413,24.538,500,0.5,5.0,0,200.5,200.5,0.245,49.1,0.5,0.20,0.16,9.6,,,,
262,WS20006,Western Sambo,WS,,2020-01-07T14:12:00Z,1/7/20,14:12:00,-81.717,24.478,64,0.5,2.0,0,235.8,235.8,0.245,57.8,0.6,0.28,0.48,16.3,,,,
263,WS20006,Western Sambo,WS,,2020-01-07T14:16:00Z,1/7/20,14:16:00,-81.717,24.478,200,0.5,5.0,0,201,201,0.245,49.2,0.5,0.20,0.16,9.7,,,,
264,WS20006,Western Sambo,WS,,2020-01-07T14:16:00Z,1/7/20,14:16:00,-81.717,24.478,500,0.5,5.0,0,201,201,0.245,49.2,0.5,0.20,0.16,9.7,,,,
265,WS20006,57,57,,2020-01-10T16:26:00Z,1/10/20,16:26:00,-81.265,25.35167,64,0.5,2.0,0,298,298,0.245,73.0,0.6,0.28,0.61,20.6,,,,
266,WS20006,54,54,,2020-01-10T17:07:00Z,1/10/20,17:07:00,-81.1528,25.34533,64,0.5,2.0,0,24.8,24.8,0.245,6.1,0.6,0.28,0.05,1.7,,,,
