rownumber,cruise_id,station_name,station,line_id,date_time,*collection_date,collection_time,decimalLongitude,decimalLatitude,size_frac_um,split_size,tow_time_min,flowmeter_in,flowmeter_out,flowmeter_diff,inpeller_constant,distance_m,net_size,net_area,tow_speed,filt_volume,conc_volume,notes,processed,process_date
416,HG24013,57,57,,2024-01-14T21:57:00Z,1/14/24,21:57:00,-81.265,25.35167,64,0.5,2.0,0,203.6,203.6,0.245,49.9,0.6,0.28,0.42,14.1,506,,,
417,HG24013,Looe Key (deep),LK,,2024-01-16T09:35:00Z,1/16/24,9:35:00,-81.413,24.538,64,0.5,2.0,0,422.1,422.1,0.245,103.4,0.6,0.28,0.86,29.2,326,,,
418,HG24013,Looe Key (deep),LK,,2024-01-16T09:39:00Z,1/16/24,9:39:00,-81.413,24.538,200,0.5,2.0,0,3906,3906,0.02687,105.0,0.5,0.20,0.87,20.6,,new inpeller constant; 26873/999999,,
419,HG24013,Looe Key (deep),LK,,2024-01-16T09:39:00Z,1/16/24,9:39:00,-81.413,24.538,500,0.5,2.0,0,3906,3906,0.02687,105.0,0.5,0.20,0.87,20.6,,new inpeller constant; 26873/999999,,
420,HG24013,Western Sambo,WS,,2024-01-16T11:56:00Z,1/16/24,11:56:00,-81.717,24.478,200,0.5,2.0,0,7540,7540,0.02687,202.6,0.5,0.20,1.69,39.8,,new inpeller constant; 26873/999999,,
421,HG24013,Western Sambo,WS,,2024-01-16T11:56:00Z,1/16/24,11:56:00,-81.717,24.478,500,0.5,2.0,0,7540,7540,0.02687,202.6,0.5,0.20,1.69,39.8,,new inpeller constant; 26873/999999,,
422,HG24013,Western Sambo,WS,,2024-01-16T11:59:00Z,1/16/24,11:59:00,-81.717,24.478,64,0.5,2.0,0,585.4,585.4,0.245,143.4,0.6,0.28,1.20,40.6,317,"may be 5554 or 5854, handwriting was not easy to read",,
423,HG24013,Molasses Reef,MR,,2024-01-15T23:20:00Z,1/15/24,23:20:00,-80.38,25.01,64,0.5,2.0,0,312.7,312.7,0.245,76.6,0.6,0.28,0.64,21.7,291,,,
424,HG24013,Molasses Reef,MR,,2024-01-15T23:25:00Z,1/15/24,23:25:00,-80.38,25.01,200,0.5,2.0,0,6153,6153,0.02687,165.3,0.5,0.20,1.38,32.5,,new inpeller constant; 26873/999999,,
425,HG24013,Molasses Reef,MR,,2024-01-15T23:25:00Z,1/15/24,23:25:00,-80.38,25.01,500,0.5,2.0,0,6153,6153,0.02687,165.3,0.5,0.20,1.38,32.5,,new inpeller constant; 26873/999999,,
426,HG24062,54,54,,2024-03-05T22:10:00Z,3/5/24,22:10:00,-81.1528,25.34533,64,0.5,2.0,0,590.9,590.9,0.245,144.8,0.6,0.28,1.21,40.9,569,Quarter of diameter of net didnâ€™t sink,,
427,HG24062,57,57,,2024-03-06T00:08:00Z,3/6/24,0:08:00,-81.265,25.35167,64,0.5,2.0,0,474.8,474.8,0.245,116.3,0.6,0.28,0.97,32.9,522,Heavier weight added and net mostly sunk.,,
428,HG24062,Western Sambo,WS,,2024-03-07T00:15:00Z,3/7/24,0:15:00,-81.717,24.478,64,0.5,2.5,0,486,486,0.245,119.1,0.6,0.28,0.79,33.7,540,,,
429,HG24062,Western Sambo,WS,,2024-03-07T00:20:00Z,3/7/24,0:20:00,-81.717,24.478,200,0.5,3.0,0,6938,6938,0.02687,186.4,0.5,0.20,1.04,36.6,,new inpeller constant; 26873/999999,,
430,HG24062,Western Sambo,WS,,2024-03-07T00:20:00Z,3/7/24,0:20:00,-81.717,24.478,500,0.5,3.0,0,6938,6938,0.02687,186.4,0.5,0.20,1.04,36.6,,new inpeller constant; 26873/999999,,
431,HG24062,Looe Key (deep),LK,,2024-03-07T03:02:00Z,3/7/24,3:02:00,-81.413,24.538,200,0.5,3.0,0,10436,10436,0.02687,280.4,0.5,0.20,1.56,55.1,,new inpeller constant; 26873/999999; 1/4 of 500um vol spilled when folsom spillter fell,,
432,HG24062,Looe Key (deep),LK,,2024-03-07T03:02:00Z,3/7/24,3:02:00,-81.413,24.538,500,0.5,3.0,0,10436,10436,0.02687,280.4,0.5,0.20,1.56,55.1,,new inpeller constant; 26873/999999; 1/4 of 500um vol spilled when folsom spillter fell,,
433,HG24062,Looe Key (deep),LK,,2024-03-07T03:15:00Z,3/7/24,3:15:00,-81.413,24.538,64,0.5,2.5,0,423.4,423.4,0.245,103.7,0.6,0.28,0.69,29.3,490,,,
434,HG24062,Molasses Reef,MR,,2024-03-07T14:53:00Z,3/7/24,14:53:00,-80.38,25.01,200,0.5,2.8,4100,12784,8684,0.02687,233.3,0.5,0.20,1.41,45.8,,new inpeller constant; 26873/999999,,
435,HG24062,Molasses Reef,MR,,2024-03-07T14:53:00Z,3/7/24,14:53:00,-80.38,25.01,500,0.5,2.8,4100,12784,8684,0.02687,233.3,0.5,0.20,1.41,45.8,,new inpeller constant; 26873/999999,,
436,HG24062,Molasses Reef,MR,,2024-03-07T15:00:00Z,3/7/24,15:00:00,-80.38,25.01,64,0.5,2.5,0,490,490,0.245,120.1,0.6,0.28,0.80,33.9,496,,,
437,WS24139,Molasses Reef,MR,,2024-05-18T15:55:00Z,5/18/24,15:55:00,-80.38,25.01,200,0.5,2.0,0,5489,5489,0.02687,147.5,0.5,0.20,1.23,29.0,,new inpeller constant; 26873/999999,,
438,WS24139,Molasses Reef,MR,,2024-05-18T15:55:00Z,5/18/24,15:55:00,-80.38,25.01,500,0.5,2.0,0,5489,5489,0.02687,147.5,0.5,0.20,1.23,29.0,,new inpeller constant; 26873/999999,,
439,WS24139,Molasses Reef,MR,,2024-05-18T15:57:00Z,5/18/24,15:57:00,-80.38,25.01,64,0.5,2.0,0,424.1,424.1,0.245,103.9,0.6,0.28,0.87,29.4,366,,,
440,WS24139,Looe Key (deep),LK,,2024-05-19T06:30:00Z,5/19/24,6:30:00,-81.413,24.538,64,0.5,2.0,0,534.5,534.5,0.245,131.0,0.6,0.28,1.09,37.0,197,,,
441,WS24139,Looe Key (deep),LK,,2024-05-19T06:33:00Z,5/19/24,6:33:00,-81.413,24.538,200,0.5,2.0,0,5208,5208,0.02687,139.9,0.5,0.20,1.17,27.5,,new inpeller constant; 26873/999999,,
442,WS24139,Looe Key (deep),LK,,2024-05-19T06:33:00Z,5/19/24,6:33:00,-81.413,24.538,500,0.5,2.0,0,5208,5208,0.02687,139.9,0.5,0.20,1.17,27.5,,new inpeller constant; 26873/999999,,
443,WS24139,Western Sambo,WS,,2024-05-19T09:18:00Z,5/19/24,9:18:00,-81.717,24.478,200,0.5,2.0,0,4588,4588,0.02687,123.3,0.5,0.20,1.03,24.2,,new inpeller constant; 26873/999999,,
444,WS24139,Western Sambo,WS,,2024-05-19T09:18:00Z,5/19/24,9:18:00,-81.717,24.478,500,0.5,2.0,0,4588,4588,0.02687,123.3,0.5,0.20,1.03,24.2,,new inpeller constant; 26873/999999,,
445,WS24139,Western Sambo,WS,,2024-05-19T09:21:00Z,5/19/24,9:21:00,-81.717,24.478,64,0.5,2.0,0,378.3,378.3,0.245,92.7,0.6,0.28,0.77,26.2,200,,,
446,WS24139,54,54,,2024-05-23T17:53:00Z,5/23/24,17:53:00,-81.1528,25.34533,64,0.5,1.0,0,303,303,0.245,74.2,0.6,0.28,1.24,21.0,307,,,
447,WS24139,57,57,,2024-05-23T19:05:00Z,5/23/24,19:05:00,-81.265,25.35167,64,0.5,2.0,0,430.1,430.1,0.245,105.4,0.6,0.28,0.88,29.8,338,,,
448,WS24205,Molasses Reef,MR,,2024-07-23T11:50:00Z,7/23/24,11:50:00,-80.38,25.01,200,0.5,2.0,0,6405,6405,0.02687,172.1,0.5,0.20,1.43,33.8,,"new inpeller constant; 26873/999999, spilled 500",,
449,WS24205,Molasses Reef,MR,,2024-07-23T11:50:00Z,7/23/24,11:50:00,-80.38,25.01,500,0.5,2.0,0,6405,6405,0.02687,172.1,0.5,0.20,1.43,33.8,,"new inpeller constant; 26873/999999, spilled 500",,
450,WS24205,Molasses Reef,MR,,2024-07-23T11:55:00Z,7/23/24,11:55:00,-80.38,25.01,64,0.5,2.0,0,422.9,422.9,0.245,103.6,0.6,0.28,0.86,29.3,336,,,
451,WS24205,Looe Key (deep),LK,,2024-07-24T02:30:00Z,7/24/24,2:30:00,-81.413,24.538,64,0.5,2.0,0,303.3,303.3,0.245,74.3,0.6,0.28,0.62,21.0,281,,,
452,WS24205,Looe Key (deep),LK,,2024-07-24T02:35:00Z,7/24/24,2:35:00,-81.413,24.538,200,0.5,2.0,0,6087,6087,0.02687,163.6,0.5,0.20,1.36,32.1,,new inpeller constant; 26873/999999,,
453,WS24205,Looe Key (deep),LK,,2024-07-24T02:35:00Z,7/24/24,2:35:00,-81.413,24.538,500,0.5,2.0,0,6087,6087,0.02687,163.6,0.5,0.20,1.36,32.1,,new inpeller constant; 26873/999999,,
454,WS24205,Western Sambo,WS,,2024-07-24T05:20:00Z,7/24/24,5:20:00,-81.717,24.478,200,0.5,2.0,0,5498,5498,0.02687,147.7,0.5,0.20,1.23,29.0,,new inpeller constant; 26873/999999,,
455,WS24205,Western Sambo,WS,,2024-07-24T05:20:00Z,7/24/24,5:20:00,-81.717,24.478,500,0.5,2.0,0,5498,5498,0.02687,147.7,0.5,0.20,1.23,29.0,,new inpeller constant; 26873/999999,,
456,WS24205,Western Sambo,WS,,2024-07-24T05:25:00Z,7/24/24,5:25:00,-81.717,24.478,64,0.5,2.0,0,532.5,532.5,0.245,130.5,0.6,0.28,1.09,36.9,307,,,
457,WS24205,54,54,,2024-07-24T23:30:00Z,7/24/24,23:30:00,-81.1528,25.34533,64,0.5,2.0,0,218.6,218.6,0.245,53.6,0.6,0.28,0.45,15.1,464,,,
458,WS24205,57,57,,2024-07-25T01:01:00Z,7/25/24,1:01:00,-81.265,25.35167,64,0.5,2.0,0,381.9,381.9,0.245,93.6,0.6,0.28,0.78,26.5,450,Sample preserved in EtOH,,
459,WS24258,Molasses Reef,MR,,2024-09-14T17:00:00Z,9/14/24,17:00:00,-80.38,25.01,200,0.5,2.0,0,5337,5337,0.02687,143.4,0.5,0.20,1.20,28.2,,to 30 m,,
460,WS24258,Molasses Reef,MR,,2024-09-14T17:00:00Z,9/14/24,17:00:00,-80.38,25.01,500,0.5,2.0,0,5337,5337,0.02687,143.4,0.5,0.20,1.20,28.2,,to 30 m,,
459,WS24205,RP1,RP1,,,,,-82.215,26.544,64,0.5,2.0,0,327.8,327.8,0.245,80.3,0.6,0.28,0.67,22.7,450,,,
460,WS24205,GP5,GP5,,,,,-82.693,26.596,64,0.5,2.0,0,280.2,280.2,0.245,68.6,0.6,0.28,0.57,19.4,536,,,
461,WS24205,BG20,BG20,,,,,-85.022,25.935,64,0.5,19.5,0,2235.3,2235.3,0.245,547.6,0.6,0.28,0.47,154.8,659,,,
462,WS24205,BG20,BG20,,,,,-85.022,25.935,64,0.5,19.5,0,2235.3,2235.3,0.245,547.6,0.6,0.28,0.47,154.8,706,,,
463,WS24258,Molasses Reef,MR,,2024-09-14T17:05:00Z,9/14/24,17:05:00,-80.38,25.01,64,0.5,2.0,0,340.5,340.5,0.245,83.4,0.6,0.28,0.70,23.6,285,to 30 m,,
464,WS24258,Looe Key (deep),LK,,2024-09-15T06:45:00Z,9/15/24,6:45:00,-81.413,24.538,64,0.5,2.0,0,238.7,238.7,0.245,58.5,0.6,0.28,0.49,16.5,185,to 30 m,,
463,WS24258,Looe Key (deep),LK,,2024-09-15T06:55:00Z,9/15/24,6:55:00,-81.413,24.538,200,0.5,2.0,0,5851,5851,0.02687,157.2,0.5,0.20,1.31,30.9,,to 30 m,,
464,WS24258,Looe Key (deep),LK,,2024-09-15T06:55:00Z,9/15/24,6:55:00,-81.413,24.538,500,0.5,2.0,0,5851,5851,0.02687,157.2,0.5,0.20,1.31,30.9,,to 30 m,,
465,WS24258,Western Sambo,WS,,2024-09-15T09:25:00Z,9/15/24,9:25:00,-81.717,24.478,200,0.5,2.0,0,4908,4908,0.02687,131.9,0.5,0.20,1.10,25.9,,to 15 m,,
466,WS24258,Western Sambo,WS,,2024-09-15T09:25:00Z,9/15/24,9:25:00,-81.717,24.478,500,0.5,2.0,0,4908,4908,0.02687,131.9,0.5,0.20,1.10,25.9,,to 15 m,,
465,WS24258,Western Sambo,WS,,2024-09-15T09:30:00Z,9/15/24,9:30:00,-81.717,24.478,64,0.5,2.0,0,391,391,0.245,95.8,0.6,0.28,0.80,27.1,300,to 15 m,,
466,WS24258,57,57,,2024-09-19T14:28:00Z,9/19/24,14:28:00,-81.265,25.35167,64,0.5,1.0,0,128.9,128.9,0.245,31.6,0.6,0.28,0.53,8.9,435,surface,,
467,WS24258,54,54,,2024-09-19T16:05:00Z,9/19/24,16:05:00,-81.1528,25.34533,64,0.5,1.0,0,164.2,164.2,0.245,40.2,0.6,0.28,0.67,11.4,220,surface,,
468,WS24314,57,57,,2024-11-10T10:15:00Z,11/10/24,10:15:00,-81.265,25.35167,64,0.5,2.0,0,61.4,61.4,0.245,15.0,0.6,0.28,0.13,4.3,,"low flow, twisted at end",,
471,WS24314,Western Sambo,WS,,2024-11-16T17:50:00Z,11/16/24,17:50:00,-81.717,24.478,200,0.5,2.0,100000,105368,5368,0.02687,144.2,0.5,0.20,1.20,28.3,,new inpeller constant; 26873/999999,,
472,WS24314,Western Sambo,WS,,2024-11-16T17:50:00Z,11/16/24,17:50:00,-81.717,24.478,500,0.5,2.0,100000,105368,5368,0.02687,144.2,0.5,0.20,1.20,28.3,,new inpeller constant; 26873/999999,,
473,WS24314,Looe Key (deep),LK,,2024-11-16T21:10:00Z,11/16/24,21:10:00,-81.413,24.538,200,0.5,2.0,100000,104220,4220,0.02687,113.4,0.5,0.20,0.94,22.3,,new inpeller constant; 26873/999999,,
474,WS24314,Looe Key (deep),LK,,2024-11-16T21:10:00Z,11/16/24,21:10:00,-81.413,24.538,500,0.5,2.0,100000,104220,4220,0.02687,113.4,0.5,0.20,0.94,22.3,,new inpeller constant; 26873/999999,,
475,WS24314,Molasses Reef,MR,,2024-11-17T15:20:00Z,11/17/24,15:20:00,-80.38,25.01,200,0.5,2.0,100000,105747,5747,0.02687,154.4,0.5,0.20,1.29,30.3,,new inpeller constant; 26873/999999,,
476,WS24314,Molasses Reef,MR,,2024-11-17T15:20:00Z,11/17/24,15:20:00,-80.38,25.01,500,0.5,2.0,100000,105747,5747,0.02687,154.4,0.5,0.20,1.29,30.3,,new inpeller constant; 26873/999999,,
469,WS25024,54,54,,2025-01-26T06:55:00Z,1/26/25,6:55:00,-81.1528,25.34533,64,0.5,2.0,0,194.2,194.2,0.245,47.6,0.6,0.28,0.40,13.5,,,,
470,WS25024,57,57,,2025-01-26T08:30:00Z,1/26/25,8:30:00,-81.265,25.35167,64,0.5,2.0,0,157.2,157.2,0.245,38.5,0.6,0.28,0.32,10.9,,,,
471,WS25024,Western Sambo,WS,,2025-01-30T11:30:00Z,1/30/25,11:30:00,-81.717,24.478,64,0.5,2.0,0,481,481,0.245,117.8,0.6,0.28,0.98,33.3,,,,
480,WS25024,Western Sambo,WS,,2025-01-30T11:30:00Z,1/30/25,11:30:00,-81.717,24.478,500,0.5,2.0,352924,358991,6067,0.02687,163.0,0.5,0.20,1.36,32.0,,,,
481,WS25024,Western Sambo,WS,,2025-01-30T11:30:00Z,1/30/25,11:30:00,-81.717,24.478,200,0.5,2.0,352924,358991,6067,0.02687,163.0,0.5,0.20,1.36,32.0,,,,
482,WS25024,Looe Key (deep),LK,,2025-01-30T13:55:00Z,1/30/25,13:55:00,-81.413,24.538,500,0.5,2.0,358991,367705,8714,0.02687,234.1,0.5,0.20,1.95,46.0,,,,
483,WS25024,Looe Key (deep),LK,,2025-01-30T13:55:00Z,1/30/25,13:55:00,-81.413,24.538,200,0.5,2.0,358991,367705,8714,0.02687,234.1,0.5,0.20,1.95,46.0,,,,
484,WS25024,Molasses Reef,MR,,2025-01-31T06:48:00Z,1/31/25,6:48:00,-80.38,25.01,500,0.5,2.0,367706,375237,7531,0.02687,202.4,0.5,0.20,1.69,39.7,,,,
485,WS25024,Molasses Reef,MR,,2025-01-31T06:48:00Z,1/31/25,6:48:00,-80.38,25.01,200,0.5,2.0,367706,375237,7531,0.02687,202.4,0.5,0.20,1.69,39.7,,,,
486,HG25083,Molasses Reef,MR,,2025-03-25T11:05:00Z,3/25/25,11:05:00,-80.38,25.01,200,0.5,2.0,37549.4,39335,1785.6,0.245,437.5,0.5,0.20,3.65,85.9,,,,
487,HG25083,Molasses Reef,MR,,2025-03-25T11:05:00Z,3/25/25,11:05:00,-80.38,25.01,500,0.5,2.0,37549.4,39335,1785.6,0.245,437.5,0.5,0.20,3.65,85.9,,,,
472,HG25083,Molasses Reef,MR,,2025-03-25T11:15:00Z,3/25/25,11:15:00,-80.38,25.01,64,0.5,2.0,0,5621,5621,0.026873,151.1,0.6,0.28,1.26,42.7,,,,
489,HG25083,Looe Key (deep),LK,,2025-03-26T03:00:00Z,3/26/25,3:00:00,-81.413,24.538,200,0.5,5.0,39334.2,40975.8,1641.6,0.245,402.2,0.5,0.20,1.34,79.0,,,,
490,HG25083,Looe Key (deep),LK,,2025-03-26T03:00:00Z,3/26/25,3:00:00,-81.413,24.538,500,0.5,5.0,39334.2,40975.8,1641.6,0.245,402.2,0.5,0.20,1.34,79.0,,,,
473,HG25083,Looe Key (deep),LK,,2025-03-26T03:10:00Z,3/26/25,3:10:00,-81.413,24.538,64,0.5,2.5,0,218,218,0.026873,5.9,0.6,0.28,0.04,1.7,,,,
492,HG25083,Western Sambo,WS,,2025-03-26T06:36:00Z,3/26/25,6:36:00,-81.717,24.478,200,0.5,2.0,40975.5,41439.7,464.2,0.245,113.7,0.5,0.20,0.95,22.3,,lots of seagrass,,
493,HG25083,Western Sambo,WS,,2025-03-26T06:36:00Z,3/26/25,6:36:00,-81.717,24.478,500,0.5,2.0,40975.5,41439.7,464.2,0.245,113.7,0.5,0.20,0.95,22.3,,lots of seagrass,,
474,HG25083,Western Sambo,WS,,2025-03-26T06:40:00Z,3/26/25,6:40:00,-81.717,24.478,64,0.5,2.0,0,1686,1686,0.026873,45.3,0.6,0.28,0.38,12.8,,lots of seagrass,,
475,HG25083,54,54,,2025-03-27T06:00:00Z,3/27/25,6:00:00,-81.1528,25.34533,64,0.5,2.0,0,1222,1222,0.026873,32.8,0.6,0.28,0.27,9.3,,sediment in tow,,
476,HG25083,57,57,,2025-03-27T06:30:00Z,3/27/25,6:30:00,-81.265,25.35167,64,0.5,2.0,0,211,211,0.026873,5.7,0.6,0.28,0.05,1.6,,,,
477,WS25130,57,57,,2025-05-11T13:30:00Z,5/11/25,13:30:00,-81.265,25.35167,64,0.5,2.0,0,4262,4262,0.026873,114.5,0.6,0.28,0.95,32.4,,,,
478,WS25130,54,54,,2025-05-11T15:05:00Z,5/11/25,15:05:00,-81.1528,25.34533,64,0.5,2.0,0,1007,1007,0.026873,27.1,0.6,0.28,0.23,7.7,,,,
499,WS25130,Western Sambo,WS,,2025-05-15T09:20:00Z,5/15/25,9:20:00,-81.717,24.478,200,0.5,2.0,53174.7,53833.4,658.7,0.245,161.4,0.5,0.20,1.34,31.7,,,,
500,WS25130,Western Sambo,WS,,2025-05-15T09:20:00Z,5/15/25,9:20:00,-81.717,24.478,500,0.5,2.0,53174.7,53833.4,658.7,0.245,161.4,0.5,0.20,1.34,31.7,,,,
479,WS25130,Western Sambo,WS,,2025-05-15T09:25:00Z,5/15/25,9:25:00,-81.717,24.478,64,0.5,2.0,0,3298,3298,0.026873,88.6,0.6,0.28,0.74,25.1,,,,
480,WS25130,Looe Key (deep),LK,,2025-05-15T15:50:00Z,5/15/25,15:50:00,-81.413,24.538,64,0.5,2.0,0,2488,2488,0.026873,66.9,0.6,0.28,0.56,18.9,,,,
503,WS25130,Looe Key (deep),LK,,2025-05-15T15:55:00Z,5/15/25,15:55:00,-81.413,24.538,200,0.5,2.0,53832.7,54373.9,541.2,0.245,132.6,0.5,0.20,1.10,26.0,,,,
504,WS25130,Looe Key (deep),LK,,2025-05-15T15:55:00Z,5/15/25,15:55:00,-81.413,24.538,500,0.5,2.0,53832.7,54373.9,541.2,0.245,132.6,0.5,0.20,1.10,26.0,,,,
505,WS25130,Molasses Reef,MR,,2025-05-16T05:25:00Z,5/16/25,5:25:00,-80.38,25.01,200,0.5,2.0,54373.9,54961.9,588,0.245,144.1,0.5,0.20,1.20,28.3,,,,
506,WS25130,Molasses Reef,MR,,2025-05-16T05:25:00Z,5/16/25,5:25:00,-80.38,25.01,500,0.5,2.0,54373.9,54961.9,588,0.245,144.1,0.5,0.20,1.20,28.3,,,,
481,WS25130,Molasses Reef,MR,,2025-05-16T05:30:00Z,5/16/25,5:30:00,-80.38,25.01,64,0.5,2.0,0,2712,2712,0.026873,72.9,0.6,0.28,0.61,20.6,,,,
