"cruise_id","station","decimalLatitude","decimalLongitude","year","month","collection_date","temp","salinity","seascape_8day","seascape_monthly","total_vol_sampled","rhizaria","centric_diatoms","ceratium_spp","chaetoceros_spp","chaetognaths","mixed_chain_diatoms","skeletonema_spp","ostracoda","copepoda","decapoda","echinoderma","g_striata","gelatinous","appendicularia","neocalyptrella_spp","hemidiscus_spp","fecal_pellets","polychaete","pteropoda","trichodesmium_spp"
"WS22337","GP5",26.595,-82.694,2022,12,2022-12-05 15:13:00,23.765,36.026,15,15,121.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","BG4",26.632,-82.557,2022,12,2022-12-05 16:23:00,23.075,35.046,21,21,586.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","BG3",26.667,-82.419,2022,12,2022-12-05 17:37:00,23.445,35.206,21,21,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","BG2",26.688,-82.34,2022,12,2022-12-05 18:21:00,23.022,34.709,21,21,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","BG1",26.711,-82.261,2022,12,2022-12-05 19:12:00,23.212,33.502,21,21,2063.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","V1",27.111,-82.477,2022,12,2022-12-05 22:58:00,23.30069,35.15667,21,21,1828.7,0,0,0,0,0,0,0,0,2187.34620222016,0,0,0,2187.34620222016,0,0,2734.1827527752,0,0,0,0
"WS22337","V2",27.071,-82.547,2022,12,2022-12-05 23:39:00,23.10154,34.96056,21,21,2233.8,0,0,0,0,0,0,0,0,895.335303071,0,0,0,895.335303071,0,0,1790.670606142,0,0,0,0
"WS22337","V3",27.034,-82.61,2022,12,2022-12-06 00:23:00,23.2828,35.4459,21,21,1938.5,0,0,0,0,0,0,0,0,5158.62780500387,0,0,0,3611.03946350271,0,0,0,0,0,0,0
"WS22337","V4",26.994,-82.684,2022,12,2022-12-06 01:04:00,23.76937,36.22587,15,15,2131.6,0,0,0,0,0,3283.91818352411,0,469.131169074873,1876.52467629949,0,0,0,0,0,0,0,0,2345.65584537437,0,0
"WS22337","V5",26.955,-82.748,2022,12,2022-12-06 01:48:00,24.12246,36.2019,15,15,2574.6,0,0,0,0,0,9710.24625184495,0,0,388.409850073798,0,0,0,0,0,0,0,0,0,0,0
"WS22337","V6",26.918,-82.821,2022,12,2022-12-06 02:28:00,24.39085,36.14587,15,15,2612.4,0,0,0,0,0,20670.647680294,0,382.789771857296,2679.52840300107,0,0,0,0,0,0,0,0,0,0,0
"WS22337","V7",26.876,-82.891,2022,12,2022-12-06 03:16:00,24.23005,36.16603,15,15,2642.7,0,0,0,0,0,13244.0307261513,0,0,3405.60790101033,0,0,0,0,0,0,0,0,1513.60351156015,0,0
"WS22337","V8",26.834,-82.956,2022,12,2022-12-06 03:56:00,24.39267,36.13993,15,15,2782.8,0,0,0,0,0,8265.05677734656,0,0,718.700589334483,0,0,0,0,0,0,0,0,0,0,0
"WS22337","V9",26.73,-83.103,2022,12,2022-12-06 05:20:00,24.53013,36.085,15,15,2877.5,0,0,0,0,0,0,0,0,1390.09556907037,0,0,0,347.523892267593,0,0,0,0,347.523892267593,0,0
"WS22337","AMI9",27.188,-83.503,2022,12,2022-12-06 09:31:00,25.134,36.102,15,15,3521.1,0,0,284.002158416404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","AMI8",27.228,-83.409,2022,12,2022-12-06 10:24:00,24.424,36.176,15,15,3301.5,0,0,302.892624564592,0,0,0,0,0,0,0,0,0,605.785249129184,0,0,0,0,0,0,0
"WS22337","AMI7",27.265,-83.321,2022,12,2022-12-06 11:20:00,24.369,36.151,15,15,3066.8,326.072779444372,0,326.072779444372,326.072779444372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","AMI6",27.305,-83.223,2022,12,2022-12-06 12:11:00,24.412,36.146,15,15,2885,0,0,0,1733.10225303293,0,0,0,0,0,0,0,0,0,1733.10225303293,0,0,0,0,0,0
"WS22337","AMI5",27.343,-83.13,2022,12,2022-12-06 13:05:00,24.248,36.174,15,15,662.6,0,0,1509.20615756112,1509.20615756112,0,9055.23694536674,0,0,0,0,0,3018.41231512225,0,0,0,0,0,0,0,0
"WS22337","AMI3",27.421,-82.942,2022,12,2022-12-06 14:52:00,22.672,35.376,21,21,1628,0,0,0,614.250614250614,0,0,0,0,0,0,0,0,1842.75184275184,0,0,0,0,0,0,0
"WS22337","AMI2",27.458,-82.847,2022,12,2022-12-06 15:47:00,22.44,34.398,21,21,181.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","TB3",27.674,-82.998,2022,12,2022-12-06 21:02:00,22.49281,35.68568,21,21,511.1,0,0,0,0,0,0,0,0,0,0,0,9782.82136568186,0,0,0,0,0,0,0,0
"WS22337","TB4",27.617,-83.132,2022,12,2022-12-06 22:09:00,23.53072,36.30007,15,15,1904.4,0,0,1575.2993068683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","TB5",27.617,-83.299,2022,12,2022-12-06 23:26:00,24.4116,36.17122,15,15,2922.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.125970782442,0,342.125970782442
"WS22337","TB10",27.616,-83.486,2022,12,2022-12-07 00:56:00,24.73805,36.15275,15,15,3169,0,0,0,3471.12653834017,0,0,0,0,0,315.556958030925,0,0,0,0,0,0,0,0,0,0
"WS22337","CW4",28.009,-83.082,2022,12,2022-12-07 05:05:00,22.24194,35.20214,21,21,2498.9,0,0,0,400.176077474089,0,0,0,0,0,0,0,0,6402.81723958542,0,0,0,0,0,0,0
"WS22337","CW3",28.011,-82.96,2022,12,2022-12-07 06:10:00,21.89604,35.10428,21,21,2112.7,0,0,0,473.327968949685,0,0,0,0,0,0,0,0,473.327968949685,0,0,0,0,0,0,0
"WS22337","CW2",28.016,-82.892,2022,12,2022-12-07 06:47:00,21.76326,34.49887,21,21,1703.8,0,0,0,0,0,0,0,0,0,0,0,0,1760.77004343233,0,0,0,0,0,0,0
"WS22337","CW1",28.011,-82.851,2022,12,2022-12-07 07:19:00,21.74503,34.57987,21,21,1116.9,0,0,0,0,0,0,0,0,14325.364849136,0,0,0,895.335303071,0,0,0,0,1790.670606142,0,0
"WS22337","L1",27.304,-82.596,2022,12,2022-12-07 13:15:00,22.855,34.897,21,21,1476.6,0,0,0,0,0,0,0,0,0,0,0,0,677.231477719084,0,0,0,0,0,0,0
"WS22337","L9",26.972,-83.313,2022,12,2022-12-07 18:56:00,25.237,36.144,15,15,662.6,0,0,0,12073.649260489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","CAL6",25.938,-82.479,2022,12,2022-12-08 03:32:00,24.98931,35.94499,15,15,2585.9,0,0,0,0,0,0,0,386.712556556711,1546.85022622685,0,0,0,0,0,0,386.712556556711,0,773.425113113423,0,0
"WS22337","30",25.402,-82.211,2022,12,2022-12-08 09:11:00,25.239,35.851,15,15,2801.8,0,0,0,0,0,31765.2937397387,0,0,1784.56706403027,0,0,0,0,0,0,356.913412806053,0,0,0,0
"WS22337","KW4",25.019,-82.048,2022,12,2022-12-08 12:16:00,25.247,35.584,21,21,2044.5,0,0,489.117143555882,0,0,0,0,0,489.117143555882,0,0,0,0,0,0,0,0,0,0,0
"WS22337","KW2",24.727,-81.917,2022,12,2022-12-08 14:39:00,25.138,35.345,21,21,3767.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","21/LK",24.534,-81.413,2022,12,2022-12-08 21:27:00,26.751,35.93,15,15,480.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","16",24.671,-81.203,2022,12,2022-12-09 00:00:00,25.021,36.359,27,27,1862.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","18",24.597,-81.184,2022,12,2022-12-09 00:41:00,26.758,35.941,15,15,2847.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.444506883956
"WS22337","10",24.788,-80.861,2022,12,2022-12-09 04:18:00,24.848,35.33978,21,27,1128.3,0,0,0,0,0,0,0,0,1772.57821501374,0,0,0,0,0,0,0,0,0,0,0
"WS22337","12",24.713,-80.832,2022,12,2022-12-09 05:00:00,26.858,35.929,15,15,2869.9,348.444196661905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.444196661905
"WS22337","9.5",24.716,-80.695,2022,12,2022-12-09 06:10:00,26.904,35.961,3,15,5281.7,567.998939735312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.331919647083
"WS22337","9",24.762,-80.723,2022,12,2022-12-09 06:53:00,26.872,35.928,15,15,2415.6,413.975823811889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.951647623779
"WS22337","7",24.816,-80.756,2022,12,2022-12-09 07:33:00,24.63,35.27,21,15,2074.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS22337","MR",25.008,-80.368,2022,12,2022-12-09 12:20:00,26.864,35.942,15,15,556.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","16",24.67,-81.036,2023,1,2023-01-11 12:48:00,21.723,34.917,15,15,1696.2,0,0,0,0,0,0,0,0,2358.21247494399,0,0,0,0,0,0,0,0,0,0,0
"WS23011","18",24.597,-81.184,2023,1,2023-01-11 13:30:00,24.62,35.966,15,15,3381,0,0,0,0,0,0,0,295.770482105886,591.540964211772,0,0,0,0,0,0,0,0,0,0,0
"WS23011","21/LK",24.535,-81.417,2023,1,2023-01-11 15:50:00,24.889,35.986,15,15,3225.8,0,310.00062000124,0,620.00124000248,0,0,0,620.00124000248,1860.00372000744,0,0,0,0,0,0,0,0,0,0,310.00062000124
"WS23011","WS",24.477,-81.72,2023,1,2023-01-11 18:43:00,24.909,36.012,15,15,2055.9,0,0,0,486.404980787003,0,0,0,486.404980787003,0,0,0,0,0,0,0,0,0,0,0,486.404980787003
"WS23011","KW1",24.654,-81.905,2023,1,2023-01-11 22:06:00,21.95416,35.1987,21,21,2184.6,0,0,0,3204.24791723885,0,0,0,0,5950.74613201501,457.749702462693,0,457.749702462693,457.749702462693,915.499404925387,1830.99880985077,0,2746.49821477616,0,457.749702462693,0
"WS23011","KW2",24.726,-81.914,2023,1,2023-01-11 22:51:00,21.97936,35.39518,21,21,2169.5,0,0,0,0,0,0,0,0,3226.54989628947,0,0,0,0,0,0,0,3226.54989628947,0,0,0
"WS23011","KW4",25.013,-82.04,2023,1,2023-01-12 01:15:00,21.97561,35.85461,15,21,2601.1,0,0,0,1537.81092614663,1153.35819460997,0,0,384.452731536658,2691.1691207566,0,0,0,0,0,0,1153.35819460997,0,768.905463073315,0,768.905463073315
"WS23011","30",25.399,-82.208,2023,1,2023-01-12 04:22:00,21.39411,36.08806,15,15,2479.9,0,0,0,1209.72619863704,0,0,0,806.484132424695,403.242066212347,1612.96826484939,0,0,403.242066212347,0,0,0,0,0,0,806.484132424695
"WS23011","CAL6",25.938,-82.478,2023,1,2023-01-12 09:35:00,20.803,36.326,15,15,3683.9,0,0,0,814.354352724015,0,0,0,0,1900.16015635604,0,0,0,0,0,0,271.451450908005,0,271.451450908005,0,0
"WS23011","CW4",28.012,-83.08,2023,1,2023-01-13 02:20:00,18.00621,35.97628,15,15,2593.5,0,0,0,0,0,0,0,0,771.158665895508,0,0,0,0,0,0,0,0,771.158665895508,0,0
"WS23011","CW3",28.013,-82.963,2023,1,2023-01-13 03:25:00,17.39198,34.66005,21,21,2358.8,0,0,0,0,423.944378497541,0,0,0,847.888756995082,0,0,0,0,0,0,0,0,2543.66627098525,0,0
"WS23011","CW2",28.017,-82.891,2023,1,2023-01-13 04:05:00,17.39698,34.42725,21,21,2090,0,0,0,0,478.468899521531,3349.28229665072,0,0,3349.28229665072,0,0,0,0,956.937799043062,0,0,0,956.937799043062,0,0
"WS23011","CW1",28.01,-82.849,2023,1,2023-01-13 04:41:00,17.70516,34.40742,21,21,1771.9,0,0,0,0,0,5079.29341384954,0,0,2257.46373948868,0,0,564.365934872171,0,564.365934872171,0,0,0,0,0,0
"WS23011","TB1",27.803,-82.882,2023,1,2023-01-13 06:35:00,17.38593,34.48959,21,21,2165.7,0,0,0,0,0,0,0,0,6464.4225885395,0,0,461.744470609964,0,0,0,0,0,1846.97788243986,0,0
"WS23011","TB2",27.741,-82.928,2023,1,2023-01-13 07:20:00,17.75044,35.50887,21,21,8038,0,0,0,0,0,0,0,124.409056979348,622.04528489674,0,0,0,0,124.409056979348,0,0,0,1244.09056979348,124.409056979348,0
"WS23011","TB3",27.674,-82.997,2023,1,2023-01-13 08:34:00,18.23884,35.95191,21,21,2252.8,0,0,0,0,0,0,0,443.892045454545,1331.67613636364,0,0,0,0,443.892045454545,0,0,0,1775.56818181818,0,0
"WS23011","TB4",27.62,-83.132,2023,1,2023-01-13 10:06:00,20.671,36.267,15,15,3305.3,0,0,0,0,0,0,0,0,1210.17759356186,0,0,0,302.544398390464,302.544398390464,0,0,0,0,0,0
"WS23011","TB5",27.614,-83.29,2023,1,2023-01-13 11:58:00,21.638,36.257,15,15,3729.4,0,0,0,804.418941384673,0,0,0,0,1340.69823564112,0,0,0,0,0,0,0,0,268.139647128224,0,0
"WS23011","TB10",27.609,-83.481,2023,1,2023-01-13 14:09:00,20.949,36.227,15,15,6144.9,0,0,0,325.473156601409,0,0,0,0,162.736578300705,0,0,0,0,162.736578300705,0,0,325.473156601409,162.736578300705,0,0
"WS23011","AMI9",27.182,-83.495,2023,1,2023-01-13 17:38:00,22.626,36.283,15,15,4115.5,0,0,0,242.983841574535,0,0,0,0,242.983841574535,0,0,0,242.983841574535,0,0,0,0,242.983841574535,0,0
"WS23011","AMI8",27.226,-83.407,2023,1,2023-01-13 18:51:00,22.23,36.269,15,15,3161.4,0,0,0,316.315556399064,0,0,0,0,316.315556399064,0,0,0,316.315556399064,316.315556399064,0,0,0,0,0,316.315556399064
"WS23011","AMI7",27.269,-83.316,2023,1,2023-01-13 20:08:00,21.052,36.261,15,15,3085.7,324.075574423956,0,0,324.075574423956,0,0,0,0,648.151148847911,0,0,0,0,0,0,0,0,0,0,0
"WS23011","AMI6",27.304,-83.222,2023,1,2023-01-13 21:14:00,20.96223,36.27249,15,15,3615.8,0,0,0,0,0,0,0,0,1106.25587698435,0,0,0,0,276.563969246087,0,0,0,276.563969246087,0,0
"WS23011","AMI5",27.332,-83.125,2023,1,2023-01-13 22:39:00,20.54599,36.25227,15,15,3305.3,302.544398390464,0,0,0,0,0,0,0,1210.17759356186,0,0,0,302.544398390464,0,0,302.544398390464,0,0,0,0
"WS23011","AMI4",27.378,-83.031,2023,1,2023-01-14 01:06:00,19.33499,36.16313,15,15,3017.6,0,0,0,0,0,0,0,0,1325.55673382821,0,0,0,331.389183457052,0,0,0,994.167550371156,662.778366914104,0,0
"WS23011","AMI3",27.415,-82.934,2023,1,2023-01-14 03:13:00,18.1635,35.82735,21,21,2283,0,0,0,0,0,0,0,0,438.020148926851,0,0,0,0,0,0,0,1752.0805957074,0,0,0
"WS23011","AMI2",27.454,-82.842,2023,1,2023-01-14 04:21:00,17.61186,35.19283,21,21,162.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","AMI1",27.494,-82.748,2023,1,2023-01-14 05:35:00,17.75992,33.54476,21,21,87.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","V1",27.111,-82.478,2023,1,2023-01-14 12:56:00,17.4297,35.003,21,21,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","V3",27.032,-82.61,2023,1,2023-01-14 14:55:00,18.144,35.523,21,21,3036.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","V4",26.991,-82.681,2023,1,2023-01-14 15:57:00,18.331,35.888,15,15,3074.4,0,0,0,0,0,0,4879.00078064013,0,0,0,0,0,325.266718709342,0,0,0,3903.2006245121,0,0,0
"WS23011","V5",26.95,-82.743,2023,1,2023-01-14 17:06:00,19.271,36.192,15,15,4138.3,0,0,0,483.290239953604,0,0,966.580479907208,0,483.290239953604,0,0,0,0,0,0,241.645119976802,3141.38655969843,483.290239953604,0,0
"WS23011","V6",26.915,-82.819,2023,1,2023-01-14 18:11:00,20.21137,36.27084,15,15,2809.3,0,0,0,0,0,0,711.921119139999,0,1423.84223828,0,0,0,0,355.96055957,0,0,3203.64503613,0,0,355.96055957
"WS23011","V7",26.877,-82.884,2023,1,2023-01-14 19:16:00,20.374,36.271,15,15,2979.7,0,0,0,0,0,335.604255461959,0,0,335.604255461959,0,0,0,0,0,0,0,0,335.604255461959,0,0
"WS23011","V8",26.831,-82.957,2023,1,2023-01-14 20:24:00,21.221,36.277,15,15,3225.8,310.00062000124,0,0,930.00186000372,0,0,0,0,310.00062000124,0,0,0,620.00124000248,0,0,0,0,0,0,0
"WS23011","V9",26.732,-83.096,2023,1,2023-01-14 22:16:00,21.53122,36.28579,15,15,4789.5,0,0,0,0,0,626.370184779205,0,417.580123186136,417.580123186136,0,0,0,208.790061593068,0,0,0,0,208.790061593068,0,0
"WS23011","GP5",26.596,-82.695,2023,1,2023-01-15 00:55:00,20.21226,36.24444,15,15,2506.4,0,0,0,398.97861474625,0,0,0,0,398.97861474625,0,0,0,0,0,0,0,2393.8716884775,0,0,0
"WS23011","BG4",26.629,-82.554,2023,1,2023-01-15 02:04:00,20.63868,36.30781,15,15,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","RP4",26.577,-82.498,2023,1,2023-01-15 02:44:00,20.1382,36.27799,15,15,2794.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","BG3",26.668,-82.413,2023,1,2023-01-15 04:03:00,18.0676,35.64095,21,21,2585.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","BG1",26.715,-82.256,2023,1,2023-01-15 06:09:00,16.55874,33.8178,21,21,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","RP3",26.55,-82.332,2023,1,2023-01-15 08:30:00,17.76112,35.60279,21,21,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","CAL3",26.343,-82.042,2023,1,2023-01-15 15:45:00,17.348,35.287,21,21,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","41",25.733,-81.575,2023,1,2023-01-16 01:31:00,17.78603,34.96708,21,21,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","58",25.166,-81.654,2023,1,2023-01-16 16:11:00,19.909,35.812,21,21,1843.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","12",24.714,-80.831,2023,1,2023-01-17 03:49:00,24.46735,36.03165,15,15,3248.5,307.834385100816,0,0,0,0,4925.35016161305,0,1231.33754040326,2770.50946590734,0,0,0,615.668770201632,0,0,307.834385100816,0,615.668770201632,0,0
"WS23011","10",24.787,-80.861,2023,1,2023-01-17 04:36:00,17.6592,33.0511,21,21,1665.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","7",24.815,-80.754,2023,1,2023-01-17 05:42:00,19.34575,35.58402,21,21,1450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WS23011","9",24.766,-80.724,2023,1,2023-01-17 06:16:00,24.29354,36.0207,15,15,2601.1,0,0,0,768.905463073315,0,0,0,0,1153.35819460997,0,0,0,0,384.452731536658,0,0,0,0,0,0
"WS23011","9.5",24.718,-80.692,2023,1,2023-01-17 06:53:00,25.18245,36.07555,15,15,5327.1,187.719397045297,0,0,0,0,0,0,187.719397045297,563.15819113589,0,0,0,187.719397045297,0,0,0,375.438794090593,0,0,187.719397045297
"WS23011","MR",25.007,-80.37,2023,1,2023-01-17 11:59:00,25.633,35.832,15,15,2669.2,0,0,0,374.64408811629,0,0,0,1123.93226434887,1498.57635246516,0,0,0,0,0,0,374.64408811629,0,0,0,374.64408811629
"WS23061","MR",25.004,-80.369,2023,3,2023-03-02 18:03:00,25.651,36.115,27,27,2184.6,0,0,0,0,0,0,0,457.749702462693,0,0,0,0,0,0,457.749702462693,0,0,0,0,0
"WS23061","9",24.763,-80.725,2023,3,2023-03-02 22:35:00,25.88642,36.20687,27,15,2260.3,442.419147900721,0,0,0,0,0,0,0,442.419147900721,0,0,0,0,0,0,0,884.838295801442,0,0,0
"WS23061","9.5",24.715,-80.685,2023,3,2023-03-02 23:13:00,25.4466,36.1723,13,13,4304.9,464.586866129295,0,0,0,0,0,0,0,464.586866129295,0,0,0,0,0,0,0,0,0,0,232.293433064647
"WS23061","12",24.713,-80.831,2023,3,2023-03-03 00:40:00,25.38007,36.18684,13,15,3661.2,546.268982847154,0,0,0,0,0,0,0,819.403474270731,0,0,0,0,1092.53796569431,0,0,0,0,0,0
"WS23061","18",24.599,-81.181,2023,3,2023-03-03 05:33:00,25.40162,36.17099,13,15,2983.5,0,0,0,335.176805765041,0,670.353611530082,0,0,1340.70722306016,0,0,0,0,670.353611530082,0,0,0,0,335.176805765041,0
"WS23061","16",24.67,-81.201,2023,3,2023-03-03 06:49:00,26.31752,36.41078,27,27,1874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667.94728136172,0,0,0
"WS23061","68",24.931,-81.167,2023,3,2023-03-03 11:10:00,25.653,36.049,21,21,1003.3,0,0,0,0,0,0,0,0,996.710854181202,0,0,0,0,0,0,0,0,0,0,0
"WS23061","58",25.167,-81.654,2023,3,2023-03-03 17:14:00,24.823,36.115,21,21,2298.2,0,0,0,0,0,0,0,0,435.123139848577,0,0,0,0,0,0,0,870.246279697154,0,0,0
"WS23061","57.3",25.351,-81.653,2023,3,2023-03-03 18:38:00,24.816,35.916,21,21,1582.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
